"","DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA","AREA NAME","Rpt Dist No","Part 1-2","Crm Cd","Crm Cd Desc","Vict Age","Status Desc","LOCATION","LAT","LON"
"301","191505326","01/27/2019 12:00:00 AM",2019-01-27 12:00:00,"0430","15","N Hollywood","1539",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","5800    RIVERTON                     AV",34.1758,-118.3659
"302","192005628","02/04/2019 12:00:00 AM",2019-02-04 12:00:00,"0630","20","Olympic","2002",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","5100    MELROSE                      AV",34.0835,-118.3114
"303","190300797","06/22/2019 12:00:00 AM",2019-06-22 12:00:00,"1030","03","Southwest","0317",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Invest Cont","1500 W  22ND                         PL",34.0357,-118.2915
"304","191117674","10/07/2019 12:00:00 AM",2019-10-06 12:00:00,"2250","11","Northeast","1134",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","CAZADOR",34.1048,-118.234
"305","191215508","06/06/2019 12:00:00 AM",2019-06-06 12:00:00,"1910","12","77th Street","1265",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","83RD                         ST",33.9637,-118.3003
"306","191211827","04/20/2019 12:00:00 AM",2019-04-20 12:00:00,"0030","12","77th Street","1258",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",52,"Invest Cont","200 E  76TH                         ST",33.9713,-118.2717
"307","190304534","01/09/2019 12:00:00 AM",2019-01-09 12:00:00,"1900","03","Southwest","0397",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1200 W  42ND                         ST",34.0073,-118.2959
"308","190612784","05/31/2019 12:00:00 AM",2019-05-31 12:00:00,"0300","06","Hollywood","0615",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","WHITLEY",34.1113,-118.3332
"309","191414722","06/23/2019 12:00:00 AM",2019-06-23 12:00:00,"2130","14","Pacific","1431",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1500    SPEEDWAY",33.9877,-118.4738
"310","190401161","08/31/2019 12:00:00 AM",2019-08-31 12:00:00,"0215","04","Hollenbeck","0477",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","WHITTIER                     BL",34.0333,-118.2132
"311","190306360","02/06/2019 12:00:00 AM",2019-02-06 12:00:00,"2210","03","Southwest","0355",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Invest Cont","SAINT ANDREWS                PL",34.0247,-118.3119
"312","190513277","07/29/2019 12:00:00 AM",2019-07-29 12:00:00,"2330","05","Harbor","0524",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","GULF                         AV",33.7749,-118.2764
"313","190317951","08/01/2019 12:00:00 AM",2019-07-24 12:00:00,"1700","03","Southwest","0379",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Adult Arrest","3900 S  VERMONT                      AV",34.0145,-118.2937
"314","191205026","01/15/2019 12:00:00 AM",2019-01-15 12:00:00,"1740","12","77th Street","1255",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",55,"Invest Cont","7300 S  NORMANDIE                    AV",33.9737,-118.3003
"315","191316282","08/06/2019 12:00:00 AM",2019-07-19 12:00:00,"1700","13","Newton","1309",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",58,"Invest Cont","1800 E  15TH                         ST",34.0236,-118.2393
"316","191808985","03/27/2019 12:00:00 AM",2019-03-27 12:00:00,"0005","18","Southeast","1834",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","CLOVIS                       AV",33.9393,-118.2565
"317","191614069","09/17/2019 12:00:00 AM",2019-09-11 12:00:00,"2000","16","Foothill","1685",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",49,"Invest Cont","11600    CANTARA                      ST",34.2194,-118.385
"318","190709589","04/23/2019 12:00:00 AM",2019-04-23 12:00:00,"2245","07","Wilshire","0759",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1100    BRONSON                      AV",34.0495,-118.3215
"319","190312409","05/08/2019 12:00:00 AM",2019-05-08 12:00:00,"1715","03","Southwest","0356",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Adult Arrest","WESTERN                      AV",34.0237,-118.3089
"320","191607345","03/29/2019 12:00:00 AM",2019-03-29 12:00:00,"2130","16","Foothill","1601",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","12900    EUSTACE                      ST",34.285,-118.4135
"321","191805383","01/25/2019 12:00:00 AM",2019-01-25 12:00:00,"1835","18","Southeast","1804",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","800 E  88TH                         ST",33.9574,-118.2608
"322","190508788","04/20/2019 12:00:00 AM",2019-04-20 12:00:00,"0300","05","Harbor","0528",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1100    SANFORD                      AV",33.7853,-118.2506
"323","191320332","10/12/2019 12:00:00 AM",2019-10-12 12:00:00,"0430","13","Newton","1317",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",26,"Invest Cont","1500 E  WASHINGTON                   BL",34.022,-118.246
"324","190513617","08/05/2019 12:00:00 AM",2019-08-05 12:00:00,"2250","05","Harbor","0519",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","SANFORD                      AV",33.7941,-118.2512
"325","191310490","04/27/2019 12:00:00 AM",2019-04-27 12:00:00,"1930","13","Newton","1395",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","300 E  64TH                         ST",33.9815,-118.2695
"326","190510711","06/02/2019 12:00:00 AM",2019-06-02 12:00:00,"0108","05","Harbor","0513",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1100 W  252ND                        ST",33.7958,-118.2959
"327","191608382","04/27/2019 12:00:00 AM",2019-04-26 12:00:00,"1100","16","Foothill","1675",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",40,"Invest Cont","11100    PENROSE                      ST",34.2284,-118.3725
"328","190506361","02/23/2019 12:00:00 AM",2019-02-23 12:00:00,"1850","05","Harbor","0514",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1100 W  CRUCES                       ST",33.7914,-118.2764
"329","190512598","07/13/2019 12:00:00 AM",2019-07-13 12:00:00,"1829","05","Harbor","0504",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","HARVARD                      BL",33.8429,-118.3066
"330","191213961","05/19/2019 12:00:00 AM",2019-05-19 12:00:00,"0145","12","77th Street","1258",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","200 W  75TH                         ST",33.9718,-118.2761
"331","191107535","03/16/2019 12:00:00 AM",2019-03-03 12:00:00,"2150","11","Northeast","1146",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","2900    RIPPLE                       PL",34.1059,-118.2493
"332","191212555","04/30/2019 12:00:00 AM",2019-04-30 12:00:00,"0314","12","77th Street","1266",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","82ND                         ST",33.9651,-118.2812
"333","190400616","02/17/2019 12:00:00 AM",2019-02-16 12:00:00,"2100","04","Hollenbeck","0439",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1900 N  MARIANNA                     AV",34.0638,-118.1785
"334","190411064","06/14/2019 12:00:00 AM",2019-06-14 12:00:00,"2339","04","Hollenbeck","0449",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1000    STONE                        ST",34.0489,-118.1944
"335","191100623","06/16/2019 12:00:00 AM",2019-06-16 12:00:00,"0203","11","Northeast","1178",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1100    ISABEL                       ST",34.0958,-118.2228
"336","190218746","09/20/2019 12:00:00 AM",2019-09-20 12:00:00,"1445","02","Rampart","0281",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1200 S  HOOVER                       ST",34.0492,-118.2842
"337","190716187","09/06/2019 12:00:00 AM",2019-09-06 12:00:00,"0335","07","Wilshire","0784",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","2100 S  ORANGE                       DR",34.0389,-118.3505
"338","190509810","05/13/2019 12:00:00 AM",2019-05-13 12:00:00,"0235","05","Harbor","0503",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","252ND                        ST",33.7958,-118.2959
"339","190507934","03/31/2019 12:00:00 AM",2019-03-30 12:00:00,"1900","05","Harbor","0564",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",31,"Invest Cont","100 N  MESA                         ST",33.7433,-118.2857
"340","190704253","01/07/2019 12:00:00 AM",2019-01-07 12:00:00,"0236","07","Wilshire","0762",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","S  POINT VIEW                   ST",34.0504,-118.3704
"341","191821298","10/11/2019 12:00:00 AM",2019-10-11 12:00:00,"0005","18","Southeast","1821",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Arrest","500 W  98TH                         ST",33.9472,-118.2826
"342","191808523","03/17/2019 12:00:00 AM",2019-03-16 12:00:00,"2300","18","Southeast","1832",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",67,"Invest Cont","400 W  106TH                        ST",33.9401,-118.2805
"343","190312028","05/03/2019 12:00:00 AM",2019-05-03 12:00:00,"0445","03","Southwest","0362",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Invest Cont","3900    ROXANNE                      AV",34.0162,-118.3482
"344","191610248","06/29/2019 12:00:00 AM",2019-06-28 12:00:00,"2215","16","Foothill","1663",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Arrest","12700    OSBORNE                      ST",34.2386,-118.402
"345","191300680","05/11/2019 12:00:00 AM",2019-05-11 12:00:00,"0025","13","Newton","1352",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","400 E  42ND                         PL",34.0066,-118.2685
"346","190705391","01/30/2019 12:00:00 AM",2019-01-19 12:00:00,"1300","07","Wilshire","0732",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",59,"Invest Cont","6500    DREXEL                       AV",34.0691,-118.369
"347","191000742","07/10/2019 12:00:00 AM",2019-07-10 12:00:00,"2050","10","West Valley","1035",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","6600    LINDLEY                      AV",34.1903,-118.5273
"348","190704247","01/06/2019 12:00:00 AM",2019-01-06 12:00:00,"2220","07","Wilshire","0775",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","4600    SATURN                       ST",34.0432,-118.3385
"349","190215486","07/27/2019 12:00:00 AM",2019-07-27 12:00:00,"0445","02","Rampart","0261",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Invest Cont","2400 W  8TH                          ST",34.0563,-118.281
"350","191905174","01/25/2019 12:00:00 AM",2019-01-25 12:00:00,"2250","19","Mission","1979",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","9100    PATRICK                      AV",34.2346,-118.4147
"351","191300831","08/04/2019 12:00:00 AM",2019-08-04 12:00:00,"0220","13","Newton","1353",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","43RD                         ST",34.0037,-118.2609
"352","190514202","08/17/2019 12:00:00 AM",2019-08-17 12:00:00,"2105","05","Harbor","0507",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1600    228TH                        ST",33.819,-118.3063
"353","191910469","05/15/2019 12:00:00 AM",2019-05-15 12:00:00,"2220","19","Mission","1902",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",30,"Invest Cont","14800    COBALT                       ST",34.3204,-118.455
"354","190400823","04/26/2019 12:00:00 AM",2019-04-26 12:00:00,"1555","04","Hollenbeck","0438",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","2800    ROUND                        DR",34.0774,-118.1722
"355","191900971","08/17/2019 12:00:00 AM",2019-08-17 12:00:00,"0320","19","Mission","1958",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Invest Cont","FILMORE",34.2522,-118.4484
"356","191115244","08/17/2019 12:00:00 AM",2019-08-14 12:00:00,"2144","11","Northeast","1119",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","4900    NEOLA                        PL",34.136,-118.1945
"357","190308127","03/06/2019 12:00:00 AM",2019-03-06 12:00:00,"0145","03","Southwest","0333",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Invest Cont","30TH                         ST",34.0276,-118.3395
"358","191316216","08/06/2019 12:00:00 AM",2019-08-05 12:00:00,"0600","13","Newton","1327",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Arrest","HOOPER                       PL",34.0167,-118.2481
"359","191901072","09/18/2019 12:00:00 AM",2019-09-17 12:00:00,"1400","19","Mission","1907",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",48,"Invest Cont","13000    ALEXANDER                    ST",34.3041,-118.4162
"360","190504005","01/01/2019 12:00:00 AM",2019-01-01 12:00:00,"0001","05","Harbor","0564",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Other","300 W  SANTA CRUZ                   ST",33.741,-118.2838
"361","190604755","01/17/2019 12:00:00 AM",2019-01-14 12:00:00,"2230","06","Hollywood","0646",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",38,"Invest Cont","WILCOX                       AV",34.1016,-118.331
"362","190900652","05/18/2019 12:00:00 AM",2019-05-18 12:00:00,"0020","09","Van Nuys","0919",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","6800    VARNA                        AV",34.194,-118.4236
"363","191211347","04/13/2019 12:00:00 AM",2019-04-13 12:00:00,"0420","12","77th Street","1269",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","400 E  84TH                         PL",33.962,-118.2673
"364","191600600","02/16/2019 12:00:00 AM",2019-02-16 12:00:00,"1945","16","Foothill","1612",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Arrest","11200    DE GARMO                     AV",34.2737,-118.4146
