"","DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA","AREA NAME","Rpt Dist No","Part 1-2","Crm Cd","Crm Cd Desc","Vict Age","Status Desc","LOCATION","LAT","LON"
"1","190401273","10/05/2019 12:00:00 AM",2019-10-05 12:00:00,"1640","04","Hollenbeck","0451",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1400    GABRIEL GARCIA MARQUEZ       ST",34.0504,-118.2248
"2","190613955","06/21/2019 12:00:00 AM",2019-06-21 12:00:00,"0125","06","Hollywood","0636",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","WHITLEY",34.1052,-118.3333
"3","190318269","08/08/2019 12:00:00 AM",2019-08-08 12:00:00,"0045","03","Southwest","0354",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Invest Cont","36TH                         ST",34.0229,-118.3224
"4","191113229","07/08/2019 12:00:00 AM",2019-07-06 12:00:00,"0930","11","Northeast","1102",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",65,"Invest Cont","4000    VERDANT                      ST",34.1317,-118.2705
"5","191600941","08/31/2019 12:00:00 AM",2019-08-31 12:00:00,"2030","16","Foothill","1611",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",54,"Invest Cont","11600    GLENOAKS                     BL",34.279,-118.4264
"6","191209202","03/17/2019 12:00:00 AM",2019-03-17 12:00:00,"1830","12","77th Street","1263",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",36,"Invest Cont","ST ANDREWS",33.9627,-118.3112
"7","191814752","06/24/2019 12:00:00 AM",2019-06-24 12:00:00,"0105","18","Southeast","1823",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","400 E  102ND                        ST",33.9438,-118.2673
"8","190400564","01/25/2019 12:00:00 AM",2019-01-25 12:00:00,"0240","04","Hollenbeck","0499",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","3500    GARNET                       ST",34.0221,-118.2014
"9","190507050","03/11/2019 12:00:00 AM",2019-03-11 12:00:00,"2300","05","Harbor","0564",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","6TH                          ST",33.7388,-118.2857
"10","190401321","10/17/2019 12:00:00 AM",2019-10-17 12:00:00,"0300","04","Hollenbeck","0416",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1100    MONTECITO                    DR",34.0874,-118.2021
"11","191200822","10/13/2019 12:00:00 AM",2019-10-13 12:00:00,"2220","12","77th Street","1265",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","65TH                         ST",33.9635,-118.298
"12","191817989","08/18/2019 12:00:00 AM",2019-08-18 12:00:00,"0205","18","Southeast","1804",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","600 E  MANCHESTER                   AV",33.9602,-118.2651
"13","190510908","06/05/2019 12:00:00 AM",2019-06-05 12:00:00,"2320","05","Harbor","0515",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","SANDISON                     ST",33.793,-118.2699
"14","190214823","07/15/2019 12:00:00 AM",2019-07-15 12:00:00,"1335","02","Rampart","0256",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Invest Cont","7TH                          ST",34.055,-118.2735
"15","190401246","09/27/2019 12:00:00 AM",2019-09-26 12:00:00,"2245","04","Hollenbeck","0497",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Arrest","DACOTAH",34.0214,-118.212
"16","191208778","03/11/2019 12:00:00 AM",2019-03-11 12:00:00,"1130","12","77th Street","1269",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1000 E  80TH                         ST",33.9665,-118.2575
"17","191309581","04/10/2019 12:00:00 AM",2019-04-10 12:00:00,"2035","13","Newton","1361",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","100 W  50TH                         ST",33.9974,-118.274
"18","191317911","09/02/2019 12:00:00 AM",2019-09-02 12:00:00,"1900","13","Newton","1331",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Arrest","3200 S  HILL                         ST",34.0211,-118.274
"19","191800648","06/01/2019 12:00:00 AM",2019-06-01 12:00:00,"0230","18","Southeast","1821",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","600 W  COLDEN                       AV",33.9492,-118.2848
"20","191210147","03/28/2019 12:00:00 AM",2019-03-28 12:00:00,"0900","12","77th Street","1265",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Other","1200 W  81ST                         ST",33.9658,-118.2959
"21","190619502","09/22/2019 12:00:00 AM",2019-09-22 12:00:00,"2315","06","Hollywood","0666",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","AFTON",34.0953,-118.3223
"22","191205248","01/19/2019 12:00:00 AM",2019-01-19 12:00:00,"1230","12","77th Street","1213",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",30,"Invest Cont","57TH                         ST",33.9906,-118.3089
"23","190300889","08/02/2019 12:00:00 AM",2019-08-02 12:00:00,"1200","03","Southwest","0356",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Adult Arrest","1400    EXPOSITION                   BL",34.0219,-118.3045
"24","190307131","02/19/2019 12:00:00 AM",2019-02-19 12:00:00,"0245","03","Southwest","0361",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Adult Arrest","4900    AUGUST                       ST",34.0173,-118.3528
"25","191006661","03/02/2019 12:00:00 AM",2019-03-01 12:00:00,"1930","10","West Valley","1018",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",51,"Invest Cont","SATICOY                      ST",34.2085,-118.4771
"26","190516420","10/06/2019 12:00:00 AM",2019-10-06 12:00:00,"0415","05","Harbor","0587",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","PASEO DEL MAR",33.7065,-118.2928
"27","191309028","04/01/2019 12:00:00 AM",2019-04-01 12:00:00,"0915","13","Newton","1324",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1200 E  25TH                         ST",34.0203,-118.2506
"28","190917285","09/24/2019 12:00:00 AM",2019-09-23 12:00:00,"1600","09","Van Nuys","0929",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","6500    MARY ELLEN                   AV",34.1887,-118.4198
"29","190318949","08/19/2019 12:00:00 AM",2019-08-19 12:00:00,"1355","03","Southwest","0393",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","42ND                         ST",34.0072,-118.3239
"30","191210960","04/08/2019 12:00:00 AM",2019-04-08 12:00:00,"1740","12","77th Street","1204",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","47TH                         ST",34.0007,-118.2959
"31","191106127","02/12/2019 12:00:00 AM",2019-02-12 12:00:00,"1245","11","Northeast","1149",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Arrest","100 N  AVENUE 52",34.1063,-118.1995
"32","190114324","05/24/2019 12:00:00 AM",2019-05-23 12:00:00,"1745","01","Central","0146",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","400 S  LOS ANGELES                  ST",34.0473,-118.2462
"33","191200794","09/14/2019 12:00:00 AM",2019-09-14 12:00:00,"1805","12","77th Street","1283",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","CENTURY                      BL",33.9455,-118.3177
"34","192116385","09/28/2019 12:00:00 AM",2019-09-28 12:00:00,"1325","21","Topanga","2136",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",13,"Invest Cont","MILWOOD                      AV",34.2047,-118.5943
"35","190700921","09/15/2019 12:00:00 AM",2019-09-15 12:00:00,"1838","07","Wilshire","0783",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Arrest","2300 S  MARVIN                       AV",34.0367,-118.3635
"36","191007150","03/13/2019 12:00:00 AM",2019-03-13 12:00:00,"2255","10","West Valley","1018",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","15800    SATICOY                      ST",34.2085,-118.4771
"37","191501035","07/26/2019 12:00:00 AM",2019-07-26 12:00:00,"0950","15","N Hollywood","1529",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Arrest","10700    VICTORY                      BL",34.1867,-118.3637
"38","191200764","08/22/2019 12:00:00 AM",2019-08-22 12:00:00,"2130","12","77th Street","1265",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1500 W  84TH                         ST",33.9628,-118.3025
"39","191314515","07/06/2019 12:00:00 AM",2019-07-06 12:00:00,"0835","13","Newton","1344",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",46,"Invest Cont","4200    MCKINLEY                     AV",34.0075,-118.2609
"40","190400803","04/21/2019 12:00:00 AM",2019-04-21 12:00:00,"1000","04","Hollenbeck","0424",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","PARKSIDE",34.0722,-118.2001
"41","191300708","05/28/2019 12:00:00 AM",2019-05-27 12:00:00,"2015","13","Newton","1394",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",36,"Adult Other","100 E  69TH                         ST",33.977,-118.2739
"42","191213376","05/11/2019 12:00:00 AM",2019-05-11 12:00:00,"1611","12","77th Street","1235",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1500 W  SLAUSON                      AV",33.9892,-118.3024
"43","191106978","03/03/2019 12:00:00 AM",2019-03-03 12:00:00,"2200","11","Northeast","1181",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1400    MOHAWK                       ST",34.0815,-118.2638
"44","191821364","10/12/2019 12:00:00 AM",2019-10-12 12:00:00,"0120","18","Southeast","1823",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","200 E  103RD                        ST",33.9429,-118.2717
"45","190508789","04/20/2019 12:00:00 AM",2019-04-20 12:00:00,"0220","05","Harbor","0565",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","CABRILLO",33.7361,-118.2946
"46","190611281","05/06/2019 12:00:00 AM",2019-05-06 12:00:00,"2340","06","Hollywood","0677",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","MARATHON",34.0849,-118.3125
"47","191300819","07/27/2019 12:00:00 AM",2019-07-27 12:00:00,"1745","13","Newton","1333",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","700 E  31ST                         ST",34.0179,-118.2636
"48","191500910","06/07/2019 12:00:00 AM",2019-06-06 12:00:00,"2230","15","N Hollywood","1522",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",31,"Invest Cont","VOSE                         ST",34.1985,-118.4149
"49","191211214","04/11/2019 12:00:00 AM",2019-04-11 12:00:00,"2124","12","77th Street","1269",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","8400    STANFORD                     AV",33.9629,-118.2629
"50","191108815","04/10/2019 12:00:00 AM",2019-04-10 12:00:00,"0545","11","Northeast","1171",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","REDESDALE",34.0924,-118.2681
"51","191224669","10/13/2019 12:00:00 AM",2019-10-13 12:00:00,"1120","12","77th Street","1266",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","300 W  83RD                         ST",33.9661,-118.2849
"52","191000585","03/19/2019 12:00:00 AM",2019-03-19 12:00:00,"0300","10","West Valley","1043",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","18600    HATTERAS                     ST",34.1774,-118.5387
"53","191204588","01/09/2019 12:00:00 AM",2019-01-09 12:00:00,"0930","12","77th Street","1215",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","52ND                         ST",33.9951,-118.3024
"54","191306938","02/24/2019 12:00:00 AM",2019-02-24 12:00:00,"1940","13","Newton","1313",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","21ST                         ST",34.0272,-118.2616
"55","191600849","07/16/2019 12:00:00 AM",2019-07-15 12:00:00,"0100","16","Foothill","1623",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","PALA",34.2682,-118.4193
"56","190600563","01/09/2019 12:00:00 AM",2019-01-09 12:00:00,"2245","06","Hollywood","0666",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","6200    LEXINGTON                    AV",34.0926,-118.3244
"57","191421108","09/29/2019 12:00:00 AM",2019-09-29 12:00:00,"1947","14","Pacific","1409",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","8900    VENICE                       BL",34.0294,-118.3881
"58","191100651","08/04/2019 12:00:00 AM",2019-08-04 12:00:00,"1640","11","Northeast","1172",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","WATERLOO",34.0868,-118.2623
"59","191913908","07/24/2019 12:00:00 AM",2019-07-24 12:00:00,"0146","19","Mission","1999",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","8100    VARNA                        AV",34.218,-118.4247
"60","191700721","07/06/2019 12:00:00 AM",2019-07-06 12:00:00,"2110","17","Devonshire","1781",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Arrest","8800    INDEPENDENCE                 AV",34.2302,-118.5907
"61","191704894","01/19/2019 12:00:00 AM",2019-01-19 12:00:00,"1220","17","Devonshire","1745",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","17900    DEVONSHIRE                   ST",34.2611,-118.5158
"62","191613911","09/13/2019 12:00:00 AM",2019-09-13 12:00:00,"2340","16","Foothill","1667",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","10800    ROYCROFT                     ST",34.2404,-118.3658
"63","190913418","07/07/2019 12:00:00 AM",2019-07-04 12:00:00,"1700","09","Van Nuys","0926",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",22,"Invest Cont","VANOWEN",34.194,-118.4356
"64","191900707","04/30/2019 12:00:00 AM",2019-04-29 12:00:00,"2200","19","Mission","1944",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",26,"Invest Cont","11100    ONEIDA                       AV",34.2723,-118.4396
"65","192012157","06/14/2019 12:00:00 AM",2019-06-14 12:00:00,"1955","20","Olympic","2027",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","5TH                          ST",34.0654,-118.2979
"66","191318966","09/20/2019 12:00:00 AM",2019-09-20 12:00:00,"1715","13","Newton","1351",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","4000 S  MAIN                         ST",34.0075,-118.2775
"67","191209489","03/20/2019 12:00:00 AM",2019-03-20 12:00:00,"1515","12","77th Street","1235",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",43,"Invest Cont","1400 W  59TH                         ST",33.9875,-118.3002
"68","191112234","06/19/2019 12:00:00 AM",2019-06-19 12:00:00,"0217","11","Northeast","1124",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","3200    CHAPMAN                      ST",34.1196,-118.246
"69","192104907","01/21/2019 12:00:00 AM",2019-01-21 12:00:00,"1530","21","Topanga","2107",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",35,"Invest Cont","21200    BRYANT                       ST",34.227,-118.594
"70","191100542","02/02/2019 12:00:00 AM",2019-02-01 12:00:00,"2050","11","Northeast","1102",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","SAN FERNANDO",34.1371,-118.2679
"71","190218932","09/23/2019 12:00:00 AM",2019-09-23 12:00:00,"1815","02","Rampart","0233",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","TEMPLE",34.0729,-118.2757
"72","191909665","04/30/2019 12:00:00 AM",2019-04-30 12:00:00,"1610","19","Mission","1915",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","12800    WOODCOCK                     AV",34.3029,-118.4517
"73","191805337","01/25/2019 12:00:00 AM",2019-01-25 12:00:00,"1140","18","Southeast","1806",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","89TH",33.9556,-118.2564
"74","191807799","03/08/2019 12:00:00 AM",2019-03-08 12:00:00,"1835","18","Southeast","1824",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","600 E  94TH                         ST",33.9511,-118.2651
"75","190320453","09/11/2019 12:00:00 AM",2019-09-11 12:00:00,"0530","03","Southwest","0363",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Invest Cont","4000    SANTA ROSALIA                DR",34.0121,-118.3423
"76","190916398","09/05/2019 12:00:00 AM",2019-09-05 12:00:00,"1620","09","Van Nuys","0935",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",38,"Invest Cont","6200    SYLMAR                       AV",34.1827,-118.4465
"77","191507443","03/06/2019 12:00:00 AM",2019-03-06 12:00:00,"2210","15","N Hollywood","1532",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",50,"Adult Arrest","12300    BURBANK                      BL",34.1797,-118.4014
"78","191611766","07/21/2019 12:00:00 AM",2019-07-21 12:00:00,"2245","16","Foothill","1654",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Arrest","CORRENTI",34.253,-118.4075
"79","190209744","04/15/2019 12:00:00 AM",2019-04-15 12:00:00,"2015","02","Rampart","0269",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",24,"Adult Arrest","700    GARLAND                      AV",34.0517,-118.2663
"80","190400590","02/05/2019 12:00:00 AM",2019-02-05 12:00:00,"0015","04","Hollenbeck","0449",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","GANAHL                       ST",34.0528,-118.1978
"81","190401087","08/03/2019 12:00:00 AM",2019-08-02 12:00:00,"2225","04","Hollenbeck","0449",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Other","3100    GANAHL                       ST",34.0509,-118.1932
"82","191810451","04/17/2019 12:00:00 AM",2019-04-17 12:00:00,"1530","18","Southeast","1801",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Other","89TH                         PL",33.9555,-118.2871
"83","192005238","01/26/2019 12:00:00 AM",2019-01-26 12:00:00,"1715","20","Olympic","2004",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","600 N  HOBART                       BL",34.0817,-118.3057
"84","191404037","01/01/2019 12:00:00 AM",2019-01-01 12:00:00,"0345","14","Pacific","1496",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",48,"Invest Cont","5900 W  CENTURY                      BL",33.9472,-118.3909
"85","191206715","02/08/2019 12:00:00 AM",2019-02-08 12:00:00,"1456","12","77th Street","1215",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","5700 S  BUDLONG                      AV",33.9905,-118.2958
"86","190508638","04/16/2019 12:00:00 AM",2019-04-16 12:00:00,"1745","05","Harbor","0503",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","MARIGOLD                     AV",33.7947,-118.2959
"87","191219450","07/31/2019 12:00:00 AM",2019-07-31 12:00:00,"1025","12","77th Street","1269",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","84TH                         ST",33.9629,-118.2695
"88","191223000","09/18/2019 12:00:00 AM",2019-09-18 12:00:00,"1725","12","77th Street","1204",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1000 W  48TH                         ST",34.0017,-118.2979
"89","191113464","07/12/2019 12:00:00 AM",2019-07-12 12:00:00,"0025","11","Northeast","1124",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","3300    DREW                         ST",34.1199,-118.2431
"90","191312513","06/03/2019 12:00:00 AM",2019-06-03 12:00:00,"0430","13","Newton","1341",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","BROADWAY",34.0111,-118.2774
"91","190704463","01/08/2019 12:00:00 AM",2019-01-08 12:00:00,"2000","07","Wilshire","0775",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",49,"Invest Cont","4800    SAINT ELMO                   DR",34.0431,-118.3418
"92","192009437","04/19/2019 12:00:00 AM",2019-04-19 12:00:00,"0005","20","Olympic","2044",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","900 S  ARDMORE                      AV",34.0559,-118.302
"93","191814757","06/24/2019 12:00:00 AM",2019-06-24 12:00:00,"0200","18","Southeast","1801",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","89TH                         ST",33.9555,-118.2871
"94","191610451","06/18/2019 12:00:00 AM",2019-06-18 12:00:00,"0250","16","Foothill","1672",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",62,"Invest Cont","PEORIA                       ST",34.232,-118.3893
"95","190506082","02/16/2019 12:00:00 AM",2019-02-16 12:00:00,"2220","05","Harbor","0503",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","252ND                        ST",33.7958,-118.2937
"96","191106922","03/02/2019 12:00:00 AM",2019-03-02 12:00:00,"2020","11","Northeast","1124",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","3200    ANDRITA                      ST",34.1177,-118.2441
"97","190321417","09/24/2019 12:00:00 AM",2019-09-24 12:00:00,"2230","03","Southwest","0326",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Invest Cont","2700 S  HARVARD                      BL",34.0309,-118.3066
"98","190900584","04/06/2019 12:00:00 AM",2019-04-05 12:00:00,"2245","09","Van Nuys","0941",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",57,"Adult Arrest","5700    SEPULVEDA                    BL",34.174,-118.4662
"99","191610492","06/19/2019 12:00:00 AM",2019-06-18 12:00:00,"0005","16","Foothill","1672",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",64,"Invest Cont","ILEX                         AV",34.2322,-118.389
"100","190300869","07/24/2019 12:00:00 AM",2019-07-24 12:00:00,"1545","03","Southwest","0393",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Invest Cont","4200    DEGNAN                       BL",34.0085,-118.3314
"101","192116176","09/24/2019 12:00:00 AM",2019-09-24 12:00:00,"0500","21","Topanga","2143",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",36,"Adult Other","VICTORY                      BL",34.1865,-118.6234
"102","190100901","09/25/2019 12:00:00 AM",2019-09-25 12:00:00,"2300","01","Central","0118",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",33,"Invest Cont","100 W  ELMYRA                       ST",34.0661,-118.2334
"103","190506623","03/02/2019 12:00:00 AM",2019-03-02 12:00:00,"2200","05","Harbor","0529",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","2500 E  ANAHEIM                      ST",33.7819,-118.2314
"104","191500709","03/17/2019 12:00:00 AM",2019-03-16 12:00:00,"2300","15","N Hollywood","1516",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","6600    LEMP                         AV",34.1903,-118.3845
"105","190300965","09/10/2019 12:00:00 AM",2019-09-10 12:00:00,"1850","03","Southwest","0312",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Invest Cont","CLOVERDALE                   AV",34.0325,-118.3582
"106","191100644","07/25/2019 12:00:00 AM",2019-07-25 12:00:00,"0530","11","Northeast","1146",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","RIPPLE",34.1052,-118.2492
"107","191221486","08/29/2019 12:00:00 AM",2019-08-29 12:00:00,"1030","12","77th Street","1283",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","98TH                         ST",33.947,-118.309
"108","191210066","03/27/2019 12:00:00 AM",2019-03-27 12:00:00,"1555","12","77th Street","1251",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Other","7000    8TH                          AV",33.9731,-118.3304
"109","191306672","02/20/2019 12:00:00 AM",2019-02-19 12:00:00,"0445","13","Newton","1342",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",19,"Invest Cont","36TH                         ST",34.0147,-118.2682
"110","191113540","07/13/2019 12:00:00 AM",2019-07-13 12:00:00,"1952","11","Northeast","1158",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1200    ISABEL                       ST",34.0951,-118.2171
"111","191204858","01/13/2019 12:00:00 AM",2019-01-13 12:00:00,"0045","12","77th Street","1232",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","3200 W  59TH                         ST",33.9872,-118.3282
"112","190600982","05/11/2019 12:00:00 AM",2019-05-11 12:00:00,"0145","06","Hollywood","0636",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Arrest","CHEROKEE                     AV",34.1016,-118.3348
"113","191810247","04/14/2019 12:00:00 AM",2019-04-14 12:00:00,"2155","18","Southeast","1827",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","9500    HOLMES                       AV",33.9501,-118.2408
"114","191812157","05/15/2019 12:00:00 AM",2019-05-15 12:00:00,"0050","18","Southeast","1821",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Arrest","HOOVER",33.9492,-118.2869
"115","191913964","07/25/2019 12:00:00 AM",2019-07-25 12:00:00,"0001","19","Mission","1918",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","GRIDLEY",34.3022,-118.4287
"116","191218141","07/13/2019 12:00:00 AM",2019-07-13 12:00:00,"1745","12","77th Street","1253",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","WESTERN                      AV",33.9737,-118.309
"117","190900782","08/06/2019 12:00:00 AM",2019-08-06 12:00:00,"2203","09","Van Nuys","0963",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","CEDROS                       AV",34.164,-118.4531
"118","190500526","01/13/2019 12:00:00 AM",2019-01-13 12:00:00,"2210","05","Harbor","0567",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Invest Cont","200 W  15TH                         ST",33.7306,-118.2814
"119","190313098","05/16/2019 12:00:00 AM",2019-05-16 12:00:00,"1120","03","Southwest","0376",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",51,"Adult Other","37TH                         ST",34.0145,-118.3045
"120","190905278","01/27/2019 12:00:00 AM",2019-01-27 12:00:00,"0200","09","Van Nuys","0923",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",27,"Invest Cont","15200    VICTORY                      BL",34.1903,-118.4574
"121","191105050","01/22/2019 12:00:00 AM",2019-01-22 12:00:00,"0010","11","Northeast","1135",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","3300    DIVISION                     ST",34.1164,-118.2332
"122","191612905","08/19/2019 12:00:00 AM",2019-08-18 12:00:00,"2354","16","Foothill","1633",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",72,"Invest Cont","FOOTHILL",34.2749,-118.3955
"123","190511223","06/12/2019 12:00:00 AM",2019-06-12 12:00:00,"2000","05","Harbor","0507",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","227TH                        ST",33.8202,-118.3037
"124","190506579","03/01/2019 12:00:00 AM",2019-03-01 12:00:00,"0500","05","Harbor","0529",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Invest Cont","900    CUSHING                      AV",33.7831,-118.2305
