"","ID","Case Number","Date","Block","IUCR","Primary Type","Description","Location Description","Arrest","Domestic","Beat","Ward","FBI Code","X Coordinate","Y Coordinate","Year","Updated On","Latitude","Longitude","Location"
"492",12829798,"JF399264",2022-09-17 03:35:00,"063XX S HALSTED ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0723",20,"04B",1172055,1862918,2022,"11/12/2022 03:46:21 PM",41.779295906,-87.644774188,"(41.779295906, -87.644774188)"
"493",12836901,"JF407488",2022-09-23 10:35:00,"093XX S PEORIA ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"2223",21,"04B",1171955,1842927,2022,"11/12/2022 03:46:21 PM",41.724440218,-87.645726518,"(41.724440218, -87.645726518)"
"494",12838376,"JF409412",2022-09-24 09:40:00,"012XX W 103RD ST","041A","BATTERY","AGGRAVATED - HANDGUN","COMMERCIAL / BUSINESS OFFICE",FALSE,FALSE,"2232",34,"04B",1169656,1836485,2022,"11/12/2022 03:46:21 PM",41.706812477,-87.654333805,"(41.706812477, -87.654333805)"
"495",12834712,"JF405091",2022-09-21 12:58:00,"037XX W CHICAGO AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"1112",27,"04B",1151088,1905077,2022,"11/12/2022 03:46:21 PM",41.895420644,-87.720539406,"(41.895420644, -87.720539406)"
"496",12830417,"JF399845",2022-09-17 02:59:00,"027XX W CONGRESS PKWY","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1135",28,"04B",1158326,1897654,2022,"11/12/2022 03:46:21 PM",41.874906311,-87.694158947,"(41.874906311, -87.694158947)"
"497",12827427,"JF396355",2022-09-14 07:00:00,"107XX S EMERALD AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"2233",34,"04B",1173215,1833738,2022,"11/12/2022 03:46:21 PM",41.69919655,-87.641381658,"(41.69919655, -87.641381658)"
"498",12830855,"JF400501",2022-09-18 05:10:00,"041XX S LAKE SHORE DR NB","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0214",4,"04B",1184950,1877762,2022,"11/12/2022 03:46:21 PM",41.819735928,-87.597034079,"(41.819735928, -87.597034079)"
"499",12830778,"JF400398",2022-09-18 01:16:00,"020XX W 79TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0611",18,"04B",1164318,1852265,2022,"11/12/2022 03:46:21 PM",41.750229101,-87.673438518,"(41.750229101, -87.673438518)"
"500",12827209,"JF395795",2022-09-14 01:59:00,"008XX E MARQUETTE RD","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0321",20,"04B",1182803,1861428,2022,"11/12/2022 03:46:21 PM",41.774964286,-87.605417463,"(41.774964286, -87.605417463)"
"501",12827611,"JF396513",2022-09-15 12:39:00,"020XX E 67TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","PARK PROPERTY",FALSE,FALSE,"0331",5,"04B",1190841,1860950,2022,"11/12/2022 03:46:21 PM",41.773462142,-87.575967187,"(41.773462142, -87.575967187)"
"502",12838862,"JF409955",2022-09-25 10:50:00,"006XX N HOMAN AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1121",27,"04B",1153595,1904142,2022,"11/12/2022 03:46:21 PM",41.892805409,-87.71135664,"(41.892805409, -87.71135664)"
"503",12830697,"JF400388",2022-09-18 02:05:00,"005XX N KEDZIE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"1121",27,"04B",1154945,1903498,2022,"11/12/2022 03:46:21 PM",41.89101125,-87.706415875,"(41.89101125, -87.706415875)"
"504",12828565,"JF397683",2022-09-15 10:08:00,"072XX S WOODLAWN AVE","041A","BATTERY","AGGRAVATED - HANDGUN","APARTMENT",FALSE,FALSE,"0324",5,"04B",1185464,1857323,2022,"11/12/2022 03:46:21 PM",41.763637571,-87.595791777,"(41.763637571, -87.595791777)"
"505",12828709,"JF397806",2022-09-15 11:00:00,"055XX S PULASKI RD","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0813",13,"04B",1150642,1867741,2022,"11/12/2022 03:46:21 PM",41.792974653,-87.723151723,"(41.792974653, -87.723151723)"
"506",12829848,"JF399276",2022-09-17 04:06:00,"043XX N TROY ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1724",33,"04B",1154605,1928668,2022,"11/12/2022 03:46:21 PM",41.960086551,-87.706989323,"(41.960086551, -87.706989323)"
"507",12831075,"JF400661",2022-09-18 09:30:00,"042XX W MONROE ST","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"1115",28,"04B",1148136,1899324,2022,"11/12/2022 03:46:21 PM",41.879691121,-87.731529667,"(41.879691121, -87.731529667)"
"508",12838447,"JF409546",2022-09-25 12:55:00,"008XX N LECLAIRE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1531",37,"04B",1142203,1905113,2022,"11/12/2022 03:46:21 PM",41.895688934,-87.753171348,"(41.895688934, -87.753171348)"
"509",12827515,"JF396411",2022-09-14 09:51:00,"057XX S WOLCOTT AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0715",15,"04B",1164667,1866623,2022,"11/12/2022 03:46:21 PM",41.789622045,-87.671754906,"(41.789622045, -87.671754906)"
"510",12838581,"JF409663",2022-09-25 04:07:00,"051XX W MADISON ST","041A","BATTERY","AGGRAVATED - HANDGUN","GAS STATION",FALSE,FALSE,"1533",28,"04B",1142285,1899542,2022,"11/12/2022 03:46:21 PM",41.880399914,-87.753008553,"(41.880399914, -87.753008553)"
"511",12828074,"JF397075",2022-07-22 12:00:00,"010XX W 18TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1235",25,"04B",1169932,1891589,2022,"11/12/2022 03:46:21 PM",41.858018409,-87.651723521,"(41.858018409, -87.651723521)"
"512",12827584,"JF396482",2022-09-14 11:39:00,"036XX S RHODES AVE","041A","BATTERY","AGGRAVATED - HANDGUN","APARTMENT",FALSE,FALSE,"0212",4,"04B",1180179,1881011,2022,"11/12/2022 03:46:21 PM",41.828762287,-87.614436164,"(41.828762287, -87.614436164)"
"513",12831733,"JF401552",2022-09-18 04:44:00,"075XX S COTTAGE GROVE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0624",8,"04B",1182871,1855102,2022,"11/12/2022 03:46:21 PM",41.75760354,-87.605364455,"(41.75760354, -87.605364455)"
"514",12830780,"JF399693",2022-09-17 12:22:00,"073XX S DORCHESTER AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0324",8,"04B",1186811,1856619,2022,"11/12/2022 03:46:21 PM",41.761673931,-87.590877074,"(41.761673931, -87.590877074)"
"515",12831767,"JF401603",2022-09-19 03:22:00,"094XX S DR MARTIN LUTHER KING JR DR","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0633",9,"04B",1180571,1842568,2022,"11/12/2022 03:46:21 PM",41.723261888,-87.614177446,"(41.723261888, -87.614177446)"
"516",12827631,"JF396517",2022-09-15 12:39:00,"123XX S EMERALD AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"0523",34,"04B",1173555,1823136,2022,"11/12/2022 03:46:21 PM",41.670095481,-87.640448949,"(41.670095481, -87.640448949)"
"517",12838292,"JF409377",2022-09-24 09:00:00,"064XX S ABERDEEN ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0724",16,"04B",1170090,1862073,2022,"11/12/2022 03:46:21 PM",41.777020075,-87.65200262,"(41.777020075, -87.65200262)"
"518",12835137,"JF405591",2022-09-21 04:37:00,"077XX S RACINE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0612",17,"04B",1169661,1853565,2022,"11/12/2022 03:46:21 PM",41.753682356,-87.653821721,"(41.753682356, -87.653821721)"
"519",12829063,"JF397969",2022-09-16 08:10:00,"079XX S LAFLIN ST","041A","BATTERY","AGGRAVATED - HANDGUN","ALLEY",FALSE,FALSE,"0612",21,"04B",1167716,1852061,2022,"11/12/2022 03:46:21 PM",41.749597106,-87.660992534,"(41.749597106, -87.660992534)"
"520",12828667,"JF397706",2022-09-15 11:00:00,"043XX W 47TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0815",14,"04B",1148274,1873116,2022,"11/12/2022 03:46:21 PM",41.807770266,-87.731697075,"(41.807770266, -87.731697075)"
"521",12831470,"JF401087",2022-09-18 04:28:00,"029XX E 97TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"0431",10,"04B",1197587,1841201,2022,"11/12/2022 03:46:21 PM",41.71910374,-87.551895871,"(41.71910374, -87.551895871)"
"522",12836436,"JF407046",2022-09-22 10:04:00,"044XX W LAKE ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1113",28,"04B",1146701,1901645,2022,"11/12/2022 03:46:21 PM",41.886087704,-87.736739589,"(41.886087704, -87.736739589)"
"523",12831521,"JF400476",2022-09-18 04:41:00,"039XX W MONROE ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1122",28,"04B",1150158,1899371,2022,"11/12/2022 03:46:21 PM",41.879780947,-87.724103885,"(41.879780947, -87.724103885)"
"524",12835341,"JF405863",2022-09-22 02:19:00,"048XX S HONORE ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0931",15,"04B",1164836,1872502,2022,"11/12/2022 03:46:21 PM",41.805751166,-87.670969131,"(41.805751166, -87.670969131)"
"525",12833349,"JF399873",2022-09-17 02:30:00,"011XX S CALIFORNIA AVE","041A","BATTERY","AGGRAVATED - HANDGUN","APARTMENT",FALSE,FALSE,"1135",28,"04B",1157863,1894967,2022,"11/12/2022 03:46:21 PM",41.867542364,-87.695932153,"(41.867542364, -87.695932153)"
"526",12829824,"JF399144",2022-09-17 12:18:00,"070XX S WINCHESTER AVE","041A","BATTERY","AGGRAVATED - HANDGUN","ALLEY",FALSE,FALSE,"0735",17,"04B",1164569,1858067,2022,"11/12/2022 03:46:21 PM",41.766145322,-87.67235538,"(41.766145322, -87.67235538)"
"527",12829728,"JF399135",2022-09-17 12:25:00,"031XX S LITUANICA AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"0913",11,"04B",1170824,1883827,2022,"11/12/2022 03:46:21 PM",41.836699342,-87.648676498,"(41.836699342, -87.648676498)"
"528",12829759,"JF399075",2022-09-16 11:00:00,"042XX W CERMAK RD","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1013",22,"04B",1148433,1889039,2022,"11/12/2022 03:46:21 PM",41.85146212,-87.730704218,"(41.85146212, -87.730704218)"
"529",12829709,"JF399059",2022-09-16 10:35:00,"011XX W HUBBARD ST","041A","BATTERY","AGGRAVATED - HANDGUN","RESTAURANT",FALSE,FALSE,"1214",27,"04B",1168977,1903241,2022,"11/12/2022 03:46:21 PM",41.890013133,-87.654890879,"(41.890013133, -87.654890879)"
"530",12835312,"JF405773",2022-09-21 11:32:00,"035XX S INDIANA AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0212",3,"04B",1178181,1881583,2022,"11/12/2022 03:46:21 PM",41.830377546,-87.621749238,"(41.830377546, -87.621749238)"
"531",12838335,"JF409439",2022-09-24 11:35:00,"067XX S ADA ST","041A","BATTERY","AGGRAVATED - HANDGUN","ALLEY",FALSE,FALSE,"0724",17,"04B",1168491,1859971,2022,"11/12/2022 03:46:21 PM",41.771286538,-87.657925033,"(41.771286538, -87.657925033)"
"532",12832714,"JF402621",2022-09-19 05:56:00,"083XX S CREGIER AVE","041A","BATTERY","AGGRAVATED - HANDGUN","RESIDENCE - YARD (FRONT / BACK)",FALSE,FALSE,"0412",8,"04B",1189641,1850162,2022,"11/12/2022 03:46:21 PM",41.743887849,-87.580712019,"(41.743887849, -87.580712019)"
"533",12835127,"JF405525",2022-09-21 06:32:00,"067XX S MARSHFIELD AVE","041A","BATTERY","AGGRAVATED - HANDGUN","RESIDENCE",FALSE,FALSE,"0725",16,"04B",1166503,1860006,2022,"11/12/2022 03:46:21 PM",41.771425193,-87.665211357,"(41.771425193, -87.665211357)"
"534",12837585,"JF408489",2022-09-24 04:08:00,"024XX S HOMAN AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1024",12,"04B",1154083,1887680,2022,"11/12/2022 03:46:21 PM",41.847622186,-87.710003421,"(41.847622186, -87.710003421)"
"535",12838458,"JF409625",2022-09-25 03:30:00,"024XX S STATE ST","041A","BATTERY","AGGRAVATED - HANDGUN","PARKING LOT / GARAGE (NON RESIDENTIAL)",FALSE,FALSE,"0131",3,"04B",1176703,1888084,2022,"11/12/2022 03:46:21 PM",41.848250254,-87.626975854,"(41.848250254, -87.626975854)"
"536",12827518,"JF396391",2022-09-14 06:54:00,"022XX S KEELER AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1013",22,"04B",1148744,1888749,2022,"11/12/2022 03:46:21 PM",41.850660328,-87.729570246,"(41.850660328, -87.729570246)"
"537",12828528,"JF397551",2022-09-15 07:24:00,"039XX N CLARK ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1923",47,"04B",1167043,1926257,2022,"11/12/2022 03:46:21 PM",41.95321209,-87.661330989,"(41.95321209, -87.661330989)"
"538",12829747,"JF399244",2022-09-17 02:19:00,"003XX S CENTRAL PARK BLVD","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1133",28,"04B",1152438,1898311,2022,"11/12/2022 03:46:21 PM",41.876827476,-87.715759988,"(41.876827476, -87.715759988)"
"539",12836542,"JF407175",2022-09-23 02:00:00,"023XX W ROOSEVELT RD","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"1233",28,"04B",1160918,1894658,2022,"11/12/2022 03:46:21 PM",41.866631644,-87.684725312,"(41.866631644, -87.684725312)"
"540",12829794,"JF399153",2022-09-17 01:08:00,"001XX S WACKER DR","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0122",42,"04B",1173952,1899744,2022,"11/12/2022 03:46:21 PM",41.880307762,-87.636724852,"(41.880307762, -87.636724852)"
"541",12838334,"JF409413",2022-09-24 10:01:00,"043XX S WOOD ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0924",15,"04B",1165074,1875910,2022,"11/12/2022 03:46:21 PM",41.815098073,-87.66999976,"(41.815098073, -87.66999976)"
"542",12838765,"JF409754",2022-09-25 07:27:00,"044XX W WEST END AVE","041A","BATTERY","AGGRAVATED - HANDGUN","APARTMENT",FALSE,FALSE,"1113",28,"04B",1146607,1900602,2022,"11/12/2022 03:46:21 PM",41.883227385,-87.737111393,"(41.883227385, -87.737111393)"
"543",12829811,"JF399236",2022-09-17 03:04:00,"041XX W 21ST ST","041A","BATTERY","AGGRAVATED - HANDGUN","OTHER (SPECIFY)",FALSE,FALSE,"1012",24,"04B",1149042,1889767,2022,"11/12/2022 03:46:21 PM",41.853448094,-87.728450199,"(41.853448094, -87.728450199)"
"544",12838511,"JF409611",2022-09-25 02:00:00,"064XX N HAMILTON AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"2412",50,"04B",1160806,1942635,2022,"11/12/2022 03:46:21 PM",41.998285943,-87.683802131,"(41.998285943, -87.683802131)"
"545",12828495,"JF397478",2022-09-15 06:22:00,"010XX E 72ND ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0324",5,"04B",1184314,1857487,2022,"11/12/2022 03:46:21 PM",41.764114584,-87.600001596,"(41.764114584, -87.600001596)"
"546",12837289,"JF407961",2022-09-23 04:39:00,"016XX S TRUMBULL AVE","041A","BATTERY","AGGRAVATED - HANDGUN","VACANT LOT / LAND",FALSE,FALSE,"1021",24,"04B",1153636,1891656,2022,"11/12/2022 03:46:21 PM",41.858541686,-87.711538265,"(41.858541686, -87.711538265)"
"547",12831209,"JF400945",2022-09-18 02:11:00,"010XX W ARGYLE ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"2024",48,"04B",1168238,1933583,2022,"11/12/2022 03:46:21 PM",41.973289089,-87.656725443,"(41.973289089, -87.656725443)"
"548",12829839,"JF399161",2022-09-17 01:07:00,"048XX S JUSTINE ST","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"0933",20,"04B",1166819,1872733,2022,"11/12/2022 03:46:21 PM",41.80634289,-87.66368964,"(41.80634289, -87.66368964)"
"549",12838250,"JF409266",2022-09-24 06:05:00,"007XX E 79TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0624",6,"04B",1182739,1852793,2022,"11/12/2022 03:46:21 PM",41.751270467,-87.60591976,"(41.751270467, -87.60591976)"
"550",12830553,"JF400220",2022-09-17 10:31:00,"060XX S RACINE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"0713",16,"04B",1169354,1864758,2022,"11/12/2022 03:46:21 PM",41.784404009,-87.654623085,"(41.784404009, -87.654623085)"
"551",12836256,"JF406559",2022-09-22 03:14:00,"002XX E 35TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0211",4,"04B",1178598,1881840,2022,"11/12/2022 03:46:21 PM",41.831073285,-87.620211441,"(41.831073285, -87.620211441)"
"552",12830854,"JF399684",2022-09-17 12:00:00,"047XX S PRAIRIE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0224",3,"04B",1178839,1873714,2022,"11/12/2022 03:46:21 PM",41.808769387,-87.619574873,"(41.808769387, -87.619574873)"
"553",12837008,"JF407656",2022-09-23 12:00:00,"008XX N RIDGEWAY AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"1112",27,"04B",1151231,1905436,2022,"11/12/2022 03:46:21 PM",41.896402972,-87.720004772,"(41.896402972, -87.720004772)"
"554",12830755,"JF400222",2022-09-17 10:17:00,"015XX E 67TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"0321",5,"04B",1187565,1860868,2022,"11/12/2022 03:46:21 PM",41.773315666,-87.587978676,"(41.773315666, -87.587978676)"
"555",12835358,"JF405828",2022-09-22 01:30:00,"001XX E 75TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0623",6,"04B",1178580,1855320,2022,"11/12/2022 03:46:21 PM",41.75830032,-87.621083666,"(41.75830032, -87.621083666)"
"556",12827415,"JF396138",2022-09-14 05:32:00,"039XX W FILLMORE ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1132",24,"04B",1150379,1895084,2022,"11/12/2022 03:46:21 PM",41.868012627,-87.723404254,"(41.868012627, -87.723404254)"
"557",12829735,"JF399176",2022-09-17 01:00:00,"0000X E WACKER DR","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"0111",42,"04B",1176621,1902155,2022,"11/12/2022 03:46:21 PM",41.886863814,-87.626851797,"(41.886863814, -87.626851797)"
"558",12833925,"JF404068",2022-09-20 05:48:00,"006XX E 37TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","PARK PROPERTY",FALSE,FALSE,"0212",4,"04B",1181107,1880544,2022,"11/12/2022 03:46:21 PM",41.827459445,-87.611045838,"(41.827459445, -87.611045838)"
"559",12834178,"JF404522",2022-09-21 03:00:00,"095XX S ASHLAND AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"2213",21,"04B",1167338,1841621,2022,"11/12/2022 03:46:21 PM",41.720956311,-87.662675794,"(41.720956311, -87.662675794)"
"560",12829496,"JF398649",2022-09-16 04:40:00,"071XX S STONY ISLAND AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0324",7,"04B",1188052,1857748,2022,"11/12/2022 03:46:21 PM",41.764742524,-87.586292815,"(41.764742524, -87.586292815)"
"561",12829739,"JF399103",2022-09-16 11:46:00,"005XX N SAWYER AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1121",27,"04B",1154612,1903479,2022,"11/12/2022 03:46:21 PM",41.890965782,-87.707639334,"(41.890965782, -87.707639334)"
"562",12830518,"JF400076",2022-09-17 06:59:00,"071XX S UNIVERSITY AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0324",5,"04B",1185115,1857968,2022,"11/12/2022 03:46:21 PM",41.765415716,-87.597050685,"(41.765415716, -87.597050685)"
"563",12832795,"JF402828",2022-09-19 08:29:00,"044XX S HONORE ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0924",15,"04B",1164760,1875262,2022,"11/12/2022 03:46:21 PM",41.813326533,-87.671169877,"(41.813326533, -87.671169877)"
"564",12830982,"JF400146",2022-09-17 08:06:00,"069XX S WESTERN AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0832",17,"04B",1161576,1858480,2022,"11/12/2022 03:46:21 PM",41.767341244,-87.683314405,"(41.767341244, -87.683314405)"
"565",12837424,"JF408269",2022-09-23 10:33:00,"028XX S KOMENSKY AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1031",22,"04B",1149842,1884758,2022,"11/12/2022 03:46:21 PM",41.839687259,-87.725643983,"(41.839687259, -87.725643983)"
"566",12835758,"JF406335",2022-09-16 08:00:00,"041XX S PULASKI RD","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0821",14,"04B",1150363,1876878,2022,"11/12/2022 03:46:21 PM",41.818053345,-87.72393724,"(41.818053345, -87.72393724)"
"567",12829793,"JF399093",2022-09-16 11:44:00,"061XX S COTTAGE GROVE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","RESIDENCE - PORCH / HALLWAY",FALSE,FALSE,"0313",20,"04B",1182620,1864479,2022,"11/12/2022 03:46:21 PM",41.783340761,-87.605993706,"(41.783340761, -87.605993706)"
"568",12827505,"JF396323",2022-09-14 07:53:00,"030XX N KNOX AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"2521",31,"04B",1144836,1919804,2022,"11/12/2022 03:46:21 PM",41.935953286,-87.743129501,"(41.935953286, -87.743129501)"
"569",12836494,"JF407179",2022-09-23 02:36:00,"080XX S VERNON AVE","041A","BATTERY","AGGRAVATED - HANDGUN","APARTMENT",FALSE,FALSE,"0631",6,"04B",1180640,1851779,2022,"11/12/2022 03:46:21 PM",41.748536377,-87.613642574,"(41.748536377, -87.613642574)"
"570",12830433,"JF399882",2022-09-17 03:26:00,"070XX S HONORE ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0735",17,"04B",1165236,1857940,2022,"11/12/2022 03:46:21 PM",41.765782726,-87.669914171,"(41.765782726, -87.669914171)"
"571",12827548,"JF396414",2022-09-14 09:54:00,"007XX E 93RD ST","041A","BATTERY","AGGRAVATED - HANDGUN","APARTMENT",FALSE,FALSE,"0633",9,"04B",1182704,1843467,2022,"11/12/2022 03:46:21 PM",41.725679687,-87.606336711,"(41.725679687, -87.606336711)"
"572",12829770,"JF399171",2022-09-17 12:01:00,"018XX S RACINE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1235",25,"04B",1168654,1891431,2022,"11/12/2022 03:46:21 PM",41.857612588,-87.656419116,"(41.857612588, -87.656419116)"
"573",12837529,"JF408377",2022-09-24 12:36:00,"017XX W 43RD ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0924",15,"04B",1165493,1876184,2022,"11/12/2022 03:46:21 PM",41.815841074,-87.668455026,"(41.815841074, -87.668455026)"
"574",12839002,"JF410229",2022-09-25 03:34:00,"053XX S HERMITAGE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0932",16,"04B",1165588,1869222,2022,"11/12/2022 03:46:21 PM",41.796734521,-87.668304153,"(41.796734521, -87.668304153)"
"575",12837381,"JF408196",2022-09-23 08:33:00,"011XX N LAWLER AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"1531",37,"04B",1142489,1907087,2022,"11/12/2022 03:46:21 PM",41.901100507,-87.7520718,"(41.901100507, -87.7520718)"
"576",12850609,"JF423785",2022-10-06 06:30:00,"039XX W MONROE ST","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"1122",28,"04B",1150070,1899369,2022,"11/12/2022 03:46:21 PM",41.879777172,-87.724427063,"(41.879777172, -87.724427063)"
"577",12844989,"JF417312",2022-09-30 11:52:00,"024XX S CALIFORNIA AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1033",12,"04B",1158077,1887897,2022,"11/12/2022 03:46:21 PM",41.848137171,-87.695339384,"(41.848137171, -87.695339384)"
"578",12850601,"JF423887",2022-10-06 08:38:00,"016XX S CENTRAL PARK AVE","041A","BATTERY","AGGRAVATED - HANDGUN","RESIDENCE",FALSE,FALSE,"1014",24,"04B",1152643,1891519,2022,"11/12/2022 03:46:21 PM",41.858185418,-87.715186861,"(41.858185418, -87.715186861)"
"579",12845789,"JF418248",2022-10-01 06:38:00,"072XX S DOBSON AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,FALSE,"0324",5,"04B",1184475,1857243,2022,"11/12/2022 03:46:21 PM",41.763441256,-87.59941913,"(41.763441256, -87.59941913)"
"580",12842734,"JF414566",2022-09-28 12:21:00,"011XX W 77TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0612",17,"04B",1169836,1853736,2022,"11/12/2022 03:46:21 PM",41.754147808,-87.653175454,"(41.754147808, -87.653175454)"
"581",12844535,"JF416701",2022-09-30 03:04:00,"079XX S VERNON AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"0624",6,"04B",1180618,1852534,2022,"11/12/2022 03:46:21 PM",41.750608686,-87.61370005,"(41.750608686, -87.61370005)"
"582",12845862,"JF418433",2022-10-01 10:00:00,"010XX N PINE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1524",37,"04B",1139328,1906218,2022,"11/12/2022 03:46:21 PM",41.898774051,-87.76370378,"(41.898774051, -87.76370378)"
"583",12845287,"JF417568",2022-10-01 09:31:00,"043XX W MONROE ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1115",28,"04B",1147469,1899308,2022,"11/12/2022 03:46:21 PM",41.879660023,-87.73397923,"(41.879660023, -87.73397923)"
"584",12844616,"JF416711",2022-09-30 03:03:00,"003XX S CAMPBELL AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1125",27,"04B",1159791,1898512,2022,"11/12/2022 03:46:21 PM",41.877230681,-87.688756412,"(41.877230681, -87.688756412)"
