"","ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","Ward","FBI.Code","X.Coordinate","Y.Coordinate","Year","Updated.On","Latitude","Longitude","Location"
"1",11859683,"JC471282",2019-10-13 03:10:00,"014XX N HOMAN AVE","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",1422,26,"04B",1153433,1909326,2019,"10/20/2019 04:03:03 PM",41.907034016,-87.711813676,"(41.907034016, -87.711813676)"
"2",11859222,"JC470839",2019-10-13 05:20:00,"029XX W LEXINGTON ST","041B","BATTERY","AGGRAVATED: OTHER FIREARM","VEHICLE NON-COMMERCIAL","false","false",1135,28,"04B",1156983,1896563,2019,"10/20/2019 04:03:03 PM",41.871939836,-87.699119496,"(41.871939836, -87.699119496)"
"3",11588026,"JC142821",2019-02-06 07:02:00,"053XX S CALUMET AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET","false","false",231,3,"04B",1179388,1869746,2019,"12/18/2020 03:48:35 PM",41.797868316,-87.617682453,"(41.797868316, -87.617682453)"
"4",11797986,"JC396970",2019-08-18 12:20:00,"035XX S RHODES AVE","041A","BATTERY","AGGRAVATED - HANDGUN","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false",212,4,"04B",1180162,1881716,2019,"04/23/2021 04:49:41 PM",41.830697249,-87.614476891,"(41.830697249, -87.614476891)"
"5",11820672,"JC424112",2019-09-07 07:30:00,"063XX S PARNELL AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK","false","false",722,20,"04B",1173712,1863005,2019,"04/23/2021 04:49:41 PM",41.779498074,-87.638696896,"(41.779498074, -87.638696896)"
"6",11564233,"JC113610",2019-01-11 11:19:00,"002XX W 43RD ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET","false","false",925,3,"04B",1175483,1876470,2019,"11/21/2021 03:45:41 PM",41.816407929,-87.631801368,"(41.816407929, -87.631801368)"
"7",11711294,"JC292283",2019-06-04 07:14:00,"017XX N LOTUS AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK","false","false",2532,37,"04B",1139800,1910935,2019,"03/25/2020 03:45:43 PM",41.911709438,-87.761854699,"(41.911709438, -87.761854699)"
"8",11859149,"JC470749",2019-10-13 02:25:00,"075XX S STEWART AVE","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",621,6,"04B",1174932,1854921,2019,"10/20/2019 04:03:03 PM",41.75728752,-87.634465065,"(41.75728752, -87.634465065)"
"9",11861033,"JC472945",2019-10-14 09:40:00,"035XX W GRAND AVE","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",1121,27,"04B",1152732,1907270,2019,"10/21/2019 04:19:28 PM",41.901406068,-87.71444325,"(41.901406068, -87.71444325)"
"10",11860941,"JC472633",2019-10-14 06:00:00,"055XX W FLOURNOY ST","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",1522,29,"04B",1139886,1896417,2019,"10/21/2019 04:19:28 PM",41.871868682,-87.761893959,"(41.871868682, -87.761893959)"
"11",11860037,"JC471781",2019-10-14 02:18:00,"003XX S KILBOURN AVE","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",1131,28,"04B",1146440,1898187,2019,"10/21/2019 04:19:28 PM",41.876603524,-87.73778617,"(41.876603524, -87.73778617)"
"12",11861825,"JC474011",2019-10-15 06:44:00,"033XX S MORGAN ST","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",913,11,"04B",1170193,1882583,2019,"10/22/2019 04:09:46 PM",41.833299469,-87.651028132,"(41.833299469, -87.651028132)"
"13",11861476,"JC473374",2019-10-15 11:03:00,"010XX W 62ND ST","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",712,16,"04B",1170574,1863699,2019,"10/22/2019 04:09:46 PM",41.781471476,-87.650180934,"(41.781471476, -87.650180934)"
"14",11748740,"JC337972",2019-07-06 11:41:00,"053XX S HOYNE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK","false","false",932,16,"04B",1163273,1869018,2019,"03/26/2020 03:45:12 PM",41.796223552,-87.676799231,"(41.796223552, -87.676799231)"
"15",11864817,"JC477249",2019-10-18 12:06:00,"070XX S LAFAYETTE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false",731,6,"04B",1177063,1858155,2019,"03/26/2020 03:45:12 PM",41.766114212,-87.62655793,"(41.766114212, -87.62655793)"
"16",11863118,"JC475325",2019-10-16 06:42:00,"037XX S WOOD ST","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",912,12,"04B",1164962,1880006,2019,"10/23/2019 04:17:05 PM",41.82634032,-87.670294651,"(41.82634032, -87.670294651)"
"17",11665987,"JC237161",2019-04-24 08:42:00,"006XX N RIDGEWAY AVE","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","true","false",1122,27,"04B",1151276,1903907,2019,"06/11/2019 04:08:23 PM",41.892206358,-87.719879646,"(41.892206358, -87.719879646)"
"18",11863146,"JC475486",2019-10-16 09:06:00,"002XX E 31ST ST","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",211,3,"04B",1178335,1884499,2019,"10/23/2019 04:17:05 PM",41.838375767,-87.621095503,"(41.838375767, -87.621095503)"
"19",11863223,"JC475564",2019-10-16 09:45:00,"043XX S SPAULDING AVE","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",821,14,"04B",1155073,1875742,2019,"10/23/2019 04:17:05 PM",41.814843049,-87.706689678,"(41.814843049, -87.706689678)"
"20",11632634,"JC197069",2019-03-23 07:21:00,"080XX S KNOX AVE","041A","BATTERY","AGGRAVATED - HANDGUN","DRIVEWAY - RESIDENTIAL","false","false",834,18,"04B",1147073,1850945,2019,"08/17/2020 03:47:51 PM",41.746952352,-87.736666298,"(41.746952352, -87.736666298)"
"21",11863463,"JC475752",2019-10-17 07:16:00,"028XX W ARTHINGTON ST","041A","BATTERY","AGGRAVATED: HANDGUN","ALLEY","false","false",1135,28,"04B",1157623,1895914,2019,"10/24/2019 04:04:33 PM",41.870145914,-87.696787454,"(41.870145914, -87.696787454)"
"22",11864295,"JC476676",2019-10-17 08:43:00,"052XX W QUINCY ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET","false","false",1522,29,"04B",1141377,1898497,2019,"04/23/2020 03:44:36 PM",41.877549102,-87.756368477,"(41.877549102, -87.756368477)"
"23",11617374,"JC178589",2019-03-08 09:02:00,"001XX W 95TH ST","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","true","false",634,21,"04B",1177048,1841963,2019,"06/14/2019 03:58:14 PM",41.721681725,-87.627099997,"(41.721681725, -87.627099997)"
"24",11865394,"JC478014",2019-10-18 11:45:00,"011XX N LAWNDALE AVE","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",1112,27,"04B",1151500,1907409,2019,"10/25/2019 03:56:45 PM",41.901811797,-87.718964885,"(41.901811797, -87.718964885)"
"25",11865246,"JC477809",2019-10-18 07:53:00,"031XX W DOUGLAS BLVD","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",1022,24,"04B",1155684,1893289,2019,"10/25/2019 03:56:45 PM",41.862981871,-87.703976806,"(41.862981871, -87.703976806)"
"26",11866215,"JC478993",2019-10-19 08:32:00,"013XX S INDEPENDENCE BLVD","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",1011,24,"04B",1151465,1893629,2019,"10/26/2019 03:50:31 PM",41.863998697,-87.719455511,"(41.863998697, -87.719455511)"
"27",11865709,"JC478169",2019-10-19 03:53:00,"010XX E 80TH ST","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",624,8,"04B",1184376,1852167,2019,"10/26/2019 03:50:31 PM",41.749514523,-87.599940581,"(41.749514523, -87.599940581)"
"28",11866161,"JC478630",2019-10-19 02:58:00,"053XX S ASHLAND AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET","false","false",932,16,"04B",1166578,1869406,2019,"04/07/2020 03:48:40 PM",41.797218365,-87.664668469,"(41.797218365, -87.664668469)"
"29",11866040,"JC478829",2019-10-19 05:00:00,"120XX S EMERALD AVE","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",523,34,"04B",1173453,1825131,2019,"10/26/2019 03:50:31 PM",41.675572338,-87.640763574,"(41.675572338, -87.640763574)"
"30",11865839,"JC478515",2019-10-19 01:23:00,"079XX S CALIFORNIA AVE","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",835,18,"04B",1159088,1851926,2019,"10/26/2019 03:50:31 PM",41.749407306,-87.692612966,"(41.749407306, -87.692612966)"
"31",11866218,"JC478593",2019-10-19 02:05:00,"0000X E 112TH PL","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",531,9,"04B",1178473,1830384,2019,"10/26/2019 03:50:31 PM",41.689875159,-87.62223072,"(41.689875159, -87.62223072)"
"32",11866133,"JC478963",2019-10-19 08:00:00,"006XX E 71ST ST","041A","BATTERY","AGGRAVATED: HANDGUN","APARTMENT","false","false",322,6,"04B",1181593,1858079,2019,"10/26/2019 03:50:31 PM",41.765802316,-87.609956364,"(41.765802316, -87.609956364)"
"33",11865489,"JC478134",2019-10-19 02:27:00,"052XX W DIVISION ST","041A","BATTERY","AGGRAVATED: HANDGUN","GAS STATION","false","false",1524,37,"04B",1141394,1907496,2019,"10/26/2019 03:50:31 PM",41.902243139,-87.756083772,"(41.902243139, -87.756083772)"
"34",11866289,"JC479175",2019-10-19 09:35:00,"015XX N CICERO AVE","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",2533,37,"04B",1144105,1909708,2019,"10/26/2019 03:50:31 PM",41.908262619,-87.746070116,"(41.908262619, -87.746070116)"
"35",11735725,"JC322206",2019-06-26 01:38:00,"002XX E 37TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET","false","false",212,3,"04B",1178291,1880504,2019,"03/31/2020 03:47:00 PM",41.827414184,-87.621378457,"(41.827414184, -87.621378457)"
"36",11739590,"JC326725",2019-06-29 01:55:00,"105XX S WENTWORTH AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET","false","false",512,34,"04B",1176810,1835237,2019,"04/24/2021 04:58:39 PM",41.703230009,-87.628173505,"(41.703230009, -87.628173505)"
"37",11746485,"JC335050",2019-07-04 11:20:00,"030XX W FRANKLIN BLVD","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK","false","false",1221,27,"04B",1155804,1903175,2019,"03/31/2020 03:47:00 PM",41.890107642,-87.70326989,"(41.890107642, -87.70326989)"
"38",11772966,"JC367051",2019-07-27 03:50:00,"054XX S MARYLAND AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK","false","false",233,5,"04B",1182834,1869354,2019,"03/31/2020 03:47:00 PM",41.796713215,-87.605057716,"(41.796713215, -87.605057716)"
"39",11552797,"JC100129",2019-01-01 01:13:00,"065XX S UNION AVE","041A","BATTERY","AGGRAVATED: HANDGUN","RESIDENCE","false","false",723,20,"04B",1172635,1861478,2019,"01/30/2019 04:08:28 PM",41.775331616,-87.642690251,"(41.775331616, -87.642690251)"
"40",11552878,"JC100225",2019-01-01 03:30:00,"085XX S DR MARTIN LUTHER KING JR DR","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",632,6,"04B",1180407,1848387,2019,"01/10/2019 03:16:50 PM",41.739233685,-87.614600176,"(41.739233685, -87.614600176)"
"41",11790082,"JC387335",2019-08-10 09:00:00,"006XX S RACINE AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET","false","false",1232,25,"04B",1168497,1897409,2019,"04/01/2020 03:50:17 PM",41.874020099,-87.656822478,"(41.874020099, -87.656822478)"
"42",11805677,"JC406169",2019-08-25 01:36:00,"028XX W 21ST ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET","false","false",1023,12,"04B",1157926,1889940,2019,"04/01/2020 03:50:17 PM",41.853746464,-87.695837901,"(41.853746464, -87.695837901)"
"43",11554664,"JC102377",2019-01-02 08:40:00,"010XX E 133RD ST","041A","BATTERY","AGGRAVATED: HANDGUN","CHA PARKING LOT/GROUNDS","false","false",533,9,"04B",1185909,1817277,2019,"01/10/2019 03:16:50 PM",41.653736078,-87.595418563,"(41.653736078, -87.595418563)"
"44",11555077,"JC102676",2019-01-03 08:00:00,"048XX W CHICAGO AVE","041A","BATTERY","AGGRAVATED: HANDGUN","PARKING LOT/GARAGE(NON.RESID.)","false","false",1531,37,"04B",1143907,1904871,2019,"01/10/2019 03:16:50 PM",41.894993069,-87.746918939,"(41.894993069, -87.746918939)"
"45",11555391,"JC103135",2019-01-03 01:50:00,"006XX S CICERO AVE","041A","BATTERY","AGGRAVATED: HANDGUN","VACANT LOT/LAND","false","false",1533,29,"04B",1144489,1896794,2019,"01/10/2019 03:16:50 PM",41.872817885,-87.74498476,"(41.872817885, -87.74498476)"
"46",11555400,"JC103185",2019-01-03 02:30:00,"045XX W FULTON ST","041A","BATTERY","AGGRAVATED: HANDGUN","RESIDENCE PORCH/HALLWAY","false","false",1113,28,"04B",1146112,1901367,2019,"01/10/2019 03:16:50 PM",41.885336056,-87.738909623,"(41.885336056, -87.738909623)"
"47",11555480,"JC103011",2019-01-03 12:30:00,"009XX E 131ST ST","041A","BATTERY","AGGRAVATED: HANDGUN","CHA PARKING LOT/GROUNDS","false","false",533,9,"04B",1184687,1818555,2019,"01/10/2019 03:16:50 PM",41.657271718,-87.599849988,"(41.657271718, -87.599849988)"
"48",11555804,"JC103659",2019-01-03 07:48:00,"064XX S DR MARTIN LUTHER KING JR DR","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",312,20,"04B",1180027,1862405,2019,"01/10/2019 03:16:50 PM",41.777709298,-87.615563898,"(41.777709298, -87.615563898)"
"49",11556265,"JC104130",2019-01-04 09:50:00,"028XX W CONGRESS PKWY","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",1135,27,"04B",1157624,1897646,2019,"01/18/2019 09:37:14 AM",41.874898675,-87.696736624,"(41.874898675, -87.696736624)"
"50",11556826,"JC104830",2019-01-04 06:37:00,"005XX E 47TH ST","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",223,3,"04B",1180542,1873970,2019,"01/18/2019 09:37:14 AM",41.809432891,-87.613320823,"(41.809432891, -87.613320823)"
"51",11556862,"JC104810",2019-01-04 06:08:00,"045XX W PALMER ST","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",2522,36,"04B",1145794,1914241,2019,"01/18/2019 09:37:14 AM",41.920669733,-87.739750267,"(41.920669733, -87.739750267)"
"52",11557049,"JC105255",2019-01-05 02:20:00,"016XX E 75TH ST","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",411,8,"04B",1188301,1855574,2019,"01/18/2019 09:37:14 AM",41.758770938,-87.585449452,"(41.758770938, -87.585449452)"
"53",11557801,"JC106114",2019-01-05 06:39:00,"037XX W OHIO ST","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",1122,27,"04B",1151423,1903743,2019,"01/18/2019 09:37:14 AM",41.89175344,-87.719344084,"(41.89175344, -87.719344084)"
"54",11557820,"JC106217",2019-01-05 08:15:00,"028XX W CERMAK RD","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",1023,12,"04B",1157496,1889255,2019,"01/18/2019 09:37:14 AM",41.851875499,-87.697434784,"(41.851875499, -87.697434784)"
"55",11559956,"JC108749",2019-01-08 01:48:00,"007XX N ASHLAND AVE","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",1215,1,"04B",1165589,1905234,2019,"01/18/2019 09:37:14 AM",41.895554907,-87.66727627,"(41.895554907, -87.66727627)"
"56",11559964,"JC108747",2019-01-08 01:41:00,"027XX W 66TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","RESIDENCE","false","false",831,17,"04B",1159069,1860755,2019,"06/19/2020 03:47:42 PM",41.773635801,-87.692441548,"(41.773635801, -87.692441548)"
"57",11561677,"JC110127",2019-01-09 08:24:00,"018XX S RIDGEWAY AVE","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","true","false",1014,24,"04B",1151661,1890722,2019,"04/09/2019 04:17:05 PM",41.8560177,-87.718812379,"(41.8560177, -87.718812379)"
"58",11562000,"JC110940",2019-01-09 07:07:00,"109XX S LOOMIS ST","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",2234,34,"04B",1168942,1832263,2019,"01/18/2019 09:37:14 AM",41.695242053,-87.657069865,"(41.695242053, -87.657069865)"
"59",11562141,"JC111223",2019-01-10 01:40:00,"023XX E 95TH ST","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",431,7,"04B",1193352,1842426,2019,"01/18/2019 09:37:14 AM",41.722569695,-87.56736709,"(41.722569695, -87.56736709)"
"60",11562778,"JC111769",2019-01-10 03:02:00,"050XX S DREXEL BLVD","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",223,4,"04B",1183040,1871685,2019,"01/18/2019 09:37:14 AM",41.803104877,-87.604229797,"(41.803104877, -87.604229797)"
"61",11563074,"JC112329",2019-01-10 10:52:00,"062XX S ARTESIAN AVE","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",825,16,"04B",1161111,1863197,2019,"01/18/2019 09:37:14 AM",41.780294987,-87.684888472,"(41.780294987, -87.684888472)"
"62",11563555,"JC112671",2019-01-11 09:20:00,"078XX S ELLIS AVE","041A","BATTERY","AGGRAVATED: HANDGUN","SCHOOL, PUBLIC, GROUNDS","false","false",624,8,"04B",1184251,1853248,2019,"01/18/2019 09:37:14 AM",41.752483821,-87.600364881,"(41.752483821, -87.600364881)"
"63",11564185,"JC113560",2019-01-11 10:10:00,"058XX W BERTEAU AVE","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",1624,38,"04B",1136845,1927334,2019,"01/18/2019 09:37:14 AM",41.956763582,-87.772316401,"(41.956763582, -87.772316401)"
"64",11564187,"JC113572",2019-01-11 10:33:00,"087XX S MAY ST","041A","BATTERY","AGGRAVATED: HANDGUN","RESIDENTIAL YARD (FRONT/BACK)","false","false",2222,21,"04B",1170181,1846854,2019,"01/18/2019 09:37:14 AM",41.73525517,-87.652110802,"(41.73525517, -87.652110802)"
"65",11564857,"JC114533",2019-01-12 04:44:00,"012XX W 13TH ST","041A","BATTERY","AGGRAVATED: HANDGUN","PARKING LOT/GARAGE(NON.RESID.)","false","false",1233,25,"04B",1168273,1894200,2019,"01/23/2019 11:26:56 AM",41.86521919,-87.657737625,"(41.86521919, -87.657737625)"
"66",11565182,"JC115057",2019-01-13 02:55:00,"055XX S STATE ST","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",225,3,"04B",1177219,1868295,2019,"01/23/2019 11:26:56 AM",41.793935909,-87.625680278,"(41.793935909, -87.625680278)"
"67",11565247,"JC115085",2019-01-13 04:43:00,"006XX N LARAMIE AVE","041A","BATTERY","AGGRAVATED: HANDGUN","VEHICLE NON-COMMERCIAL","false","false",1524,37,"04B",1141581,1903751,2019,"01/23/2019 11:26:56 AM",41.891962962,-87.755489533,"(41.891962962, -87.755489533)"
"68",11565807,"JC115756",2019-01-13 07:14:00,"049XX S PULASKI RD","041A","BATTERY","AGGRAVATED: HANDGUN","ALLEY","false","false",815,14,"04B",1150532,1871549,2019,"01/23/2019 11:26:56 AM",41.803426515,-87.723456015,"(41.803426515, -87.723456015)"
"69",11565974,"JC115980",2019-01-14 12:15:00,"012XX S INDEPENDENCE BLVD","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",1011,24,"04B",1151284,1894223,2019,"01/23/2019 11:26:56 AM",41.865632251,-87.720104383,"(41.865632251, -87.720104383)"
"70",11567102,"JC117325",2019-01-15 03:00:00,"069XX S PARNELL AVE","041A","BATTERY","AGGRAVATED: HANDGUN","APARTMENT","false","false",732,6,"04B",1173818,1858848,2019,"01/23/2019 11:26:56 AM",41.76808844,-87.638431431,"(41.76808844, -87.638431431)"
"71",11567700,"JC117886",2019-01-15 02:11:00,"050XX S ST LAWRENCE AVE","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",223,4,"04B",1181107,1871806,2019,"01/23/2019 11:26:56 AM",41.803481688,-87.611315202,"(41.803481688, -87.611315202)"
"72",11567829,"JC118082",2019-01-15 05:00:00,"010XX N RICHMOND ST","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",1211,26,"04B",1156539,1906623,2019,"01/23/2019 11:26:56 AM",41.899554426,-87.700477226,"(41.899554426, -87.700477226)"
"73",11568184,"JC118540",2019-01-16 02:04:00,"114XX S CARPENTER ST","041A","BATTERY","AGGRAVATED: HANDGUN","RESIDENCE","false","false",2234,34,"04B",1171368,1829098,2019,"01/23/2019 11:26:56 AM",41.686504174,-87.64827965,"(41.686504174, -87.64827965)"
"74",11568615,"JC119051",2019-01-16 01:05:00,"024XX W MARQUETTE RD","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",832,17,"04B",1161338,1860164,2019,"01/23/2019 11:26:56 AM",41.771967312,-87.68414019,"(41.771967312, -87.68414019)"
"75",11568704,"JC118929",2019-01-16 11:50:00,"004XX W EVERGREEN AVE","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","true","false",1821,27,"04B",1173240,1909286,2019,"03/18/2019 04:08:09 PM",41.906507389,-87.639055705,"(41.906507389, -87.639055705)"
"76",11568817,"JC119210",2019-01-16 02:39:00,"048XX W AUGUSTA BLVD","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",1531,37,"04B",1143930,1906209,2019,"01/23/2019 11:26:56 AM",41.898664262,-87.74680087,"(41.898664262, -87.74680087)"
"77",11569295,"JC119855",2019-01-17 01:37:00,"028XX W HARRISON ST","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",1135,28,"04B",1157578,1897241,2019,"01/24/2019 04:19:06 PM",41.873788251,-87.696916542,"(41.873788251, -87.696916542)"
"78",11569587,"JC119974",2019-01-17 08:04:00,"097XX S EWING AVE","041A","BATTERY","AGGRAVATED: HANDGUN","CTA BUS STOP","false","false",432,10,"04B",1202121,1841241,2019,"01/24/2019 04:19:06 PM",41.719099372,-87.535288346,"(41.719099372, -87.535288346)"
"79",11570511,"JC121134",2019-01-18 05:30:00,"038XX W EDDY ST","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",1732,30,"04B",1150263,1923328,2019,"01/25/2019 04:14:00 PM",41.945519171,-87.723092455,"(41.945519171, -87.723092455)"
"80",11570934,"JC121702",2019-01-18 03:25:00,"015XX S DRAKE AVE","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",1021,24,"04B",1152955,1892259,2019,"01/25/2019 04:14:00 PM",41.860209894,-87.714022025,"(41.860209894, -87.714022025)"
"81",11572135,"JC123162",2019-01-20 02:11:00,"067XX S HONORE ST","041A","BATTERY","AGGRAVATED: HANDGUN","RESIDENCE","true","false",726,16,"04B",1165178,1859995,2019,"02/19/2019 04:13:26 PM",41.771423151,-87.670068676,"(41.771423151, -87.670068676)"
"82",11572718,"JC123179",2019-01-20 02:51:00,"017XX E 78TH ST","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",414,8,"04B",1189069,1853602,2019,"01/27/2019 04:09:33 PM",41.753341238,-87.582697884,"(41.753341238, -87.582697884)"
"83",11573529,"JC124978",2019-01-21 10:40:00,"039XX W 24TH ST","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",1013,22,"04B",1150615,1887771,2019,"01/28/2019 04:14:23 PM",41.847940271,-87.722728776,"(41.847940271, -87.722728776)"
"84",11573781,"JC125352",2019-01-17 01:20:00,"039XX W POLK ST","041A","BATTERY","AGGRAVATED: HANDGUN","RESIDENCE","true","false",1132,24,"04B",1150175,1896075,2019,"04/29/2019 04:10:02 PM",41.87073602,-87.724127363,"(41.87073602, -87.724127363)"
"85",11573959,"JC125324",2019-01-22 10:30:00,"063XX S COTTAGE GROVE AVE","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",312,20,"04B",1182650,1863246,2019,"01/29/2019 04:19:06 PM",41.7799566,-87.605921959,"(41.7799566, -87.605921959)"
"86",11573973,"JC125427",2019-01-22 11:49:00,"009XX W 68TH ST","041A","BATTERY","AGGRAVATED: HANDGUN","RESIDENCE","false","false",723,6,"04B",1171022,1859738,2019,"01/29/2019 04:19:06 PM",41.77059224,-87.648654084,"(41.77059224, -87.648654084)"
"87",11575422,"JC127277",2019-01-23 07:48:00,"0000X W 69TH ST","041A","BATTERY","AGGRAVATED: HANDGUN","CTA STATION","false","false",731,6,"04B",1177279,1859276,2019,"01/30/2019 04:14:07 PM",41.769185486,-87.625732415,"(41.769185486, -87.625732415)"
"88",11575444,"JC127274",2019-01-23 07:42:00,"065XX S DR MARTIN LUTHER KING JR DR","041A","BATTERY","AGGRAVATED: HANDGUN","RESIDENCE PORCH/HALLWAY","false","false",312,20,"04B",1180046,1861715,2019,"01/30/2019 04:14:07 PM",41.775815434,-87.615515359,"(41.775815434, -87.615515359)"
"89",11576489,"JC128531",2019-01-24 06:16:00,"008XX E 79TH ST","041A","BATTERY","AGGRAVATED: HANDGUN","SMALL RETAIL STORE","false","false",624,8,"04B",1183403,1852812,2019,"01/31/2019 04:11:34 PM",41.751307174,-87.603485962,"(41.751307174, -87.603485962)"
"90",11577100,"JC127397",2019-01-23 09:23:00,"056XX W DIVERSEY AVE","041A","BATTERY","AGGRAVATED: HANDGUN","PARKING LOT/GARAGE(NON.RESID.)","true","false",2514,30,"04B",1138073,1918046,2019,"03/13/2019 04:02:26 PM",41.93125422,-87.76802705,"(41.93125422, -87.76802705)"
"91",11577570,"JC129983",2019-01-26 12:41:00,"120XX S STATE ST","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",523,9,"04B",1178425,1824994,2019,"02/02/2019 04:07:45 PM",41.675085284,-87.622569241,"(41.675085284, -87.622569241)"
"92",11577648,"JC130007",2019-01-26 01:55:00,"085XX S PHILLIPS AVE","041A","BATTERY","AGGRAVATED: HANDGUN","RESIDENCE","false","false",423,7,"04B",1193986,1848730,2019,"02/02/2019 04:07:45 PM",41.739852934,-87.564838708,"(41.739852934, -87.564838708)"
"93",11577920,"JC130420",2019-01-26 01:01:00,"059XX S INDIANA AVE","041A","BATTERY","AGGRAVATED: HANDGUN","APARTMENT","false","false",232,20,"04B",1178617,1865611,2019,"02/22/2019 03:56:41 PM",41.786539062,-87.620635522,"(41.786539062, -87.620635522)"
"94",11579991,"JC133138",2019-01-29 12:27:00,"050XX S WASHINGTON PARK CT","041A","BATTERY","AGGRAVATED: HANDGUN","APARTMENT","false","true",223,3,"04B",1180108,1871523,2019,"02/05/2019 04:17:58 PM",41.802728081,-87.614987659,"(41.802728081, -87.614987659)"
"95",11580474,"JC133576",2019-01-29 09:30:00,"045XX W 83RD ST","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",834,18,"04B",1147874,1849134,2019,"02/05/2019 04:17:58 PM",41.741967362,-87.733777414,"(41.741967362, -87.733777414)"
"96",11580763,"JC133932",2019-01-29 05:20:00,"026XX W 63RD ST","041A","BATTERY","AGGRAVATED: HANDGUN","NURSING HOME/RETIREMENT HOME","false","false",825,16,"04B",1159874,1862780,2019,"02/05/2019 04:17:58 PM",41.779176188,-87.689434991,"(41.779176188, -87.689434991)"
