"","DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA","AREA NAME","Rpt Dist No","Part 1-2","Crm Cd","Crm Cd Desc","Vict Age","Status","Status Desc","LOCATION","LAT","LON"
"243","221908219","04/13/2022 12:00:00 AM",2022-04-13 12:00:00,"1755","19","Mission","1917",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",42,"IC","Invest Cont","13100    DRONFIELD                    AV",34.309,-118.4387
"244","220900895","08/13/2022 12:00:00 AM",2022-08-13 12:00:00,"0125","09","Van Nuys","0994",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","3600    BEVERLY RIDGE                DR",34.1361,-118.4479
"245","221205401","01/27/2022 12:00:00 AM",2022-01-27 12:00:00,"2105","12","77th Street","1203",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","2000 W  VERNON                       AV",34.0037,-118.3159
"246","220208855","04/16/2022 12:00:00 AM",2022-04-16 12:00:00,"0205","02","Rampart","0212",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",37,"IC","Invest Cont","500 N  HOOVER                       ST",34.08,-118.2881
"247","221220690","10/01/2022 12:00:00 AM",2022-10-01 12:00:00,"1236","12","77th Street","1283",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1700 W  CENTURY                      BL",33.9455,-118.3068
"248","220109686","04/05/2022 12:00:00 AM",2022-04-04 12:00:00,"1630","01","Central","0141",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",40,"IC","Invest Cont","300 S  FIGUEROA                     ST",34.0542,-118.2566
"249","221800744","08/20/2022 12:00:00 AM",2022-08-19 12:00:00,"0100","18","Southeast","1851",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","MENLO                        AV",33.9123,-118.2894
"250","221900654","05/29/2022 12:00:00 AM",2022-05-29 12:00:00,"0025","19","Mission","1985",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",46,"IC","Invest Cont","8700    VAN NUYS                     BL",34.2276,-118.45
"251","221501011","09/03/2022 12:00:00 AM",2022-09-03 12:00:00,"0001","15","N Hollywood","1519",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","10600    VICTORY                      BL",34.1909,-118.3654
"252","220500675","04/16/2022 12:00:00 AM",2022-04-16 12:00:00,"2230","05","Harbor","0559",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","6TH                          ST",33.7446,-118.2587
"253","220115828","07/09/2022 12:00:00 AM",2022-07-08 12:00:00,"1500","01","Central","0111",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","900 N  BROADWAY",34.0615,-118.2412
"254","220400612","03/13/2022 12:00:00 AM",2022-03-13 12:00:00,"2310","04","Hollenbeck","0473",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AO","Adult Other","900 S  BREED                        ST",34.0349,-118.2169
"255","221400731","04/26/2022 12:00:00 AM",2022-04-26 12:00:00,"1050","14","Pacific","1431",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","2000    OCEAN FRONT                  WK",33.9848,-118.4719
"256","220317008","09/18/2022 12:00:00 AM",2022-09-18 12:00:00,"2015","03","Southwest","0311",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"IC","Invest Cont","3300    LA CIENEGA                   PL",34.0288,-118.3751
"257","221213446","06/08/2022 12:00:00 AM",2022-06-08 12:00:00,"1700","12","77th Street","1215",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1200 W  57TH                         ST",33.9909,-118.2959
"258","221311629","05/22/2022 12:00:00 AM",2022-05-22 12:00:00,"1745","13","Newton","1353",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","43RD                         ST",34.0057,-118.2609
"259","221307403","03/04/2022 12:00:00 AM",2022-03-04 12:00:00,"2150","13","Newton","1372",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","400 E  55TH                         ST",33.9924,-118.2674
"260","220500662","04/06/2022 12:00:00 AM",2022-04-06 12:00:00,"1800","05","Harbor","0525",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","700 W  C                            ST",33.7723,-118.2697
"261","221401181","10/01/2022 12:00:00 AM",2022-10-01 12:00:00,"0220","14","Pacific","1468",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"IC","Invest Cont","4900    MARIONWOOD                   DR",33.9941,-118.4114
"262","221913545","08/23/2022 12:00:00 AM",2022-08-23 12:00:00,"1025","19","Mission","1951",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",32,"IC","Invest Cont","BLACKHAWK                    ST",34.2573,-118.4707
"263","220511222","07/12/2022 12:00:00 AM",2022-07-12 12:00:00,"0315","05","Harbor","0511",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1600 W  PACIFIC COAST                HY",33.7895,-118.3071
"264","220200612","03/13/2022 12:00:00 AM",2022-03-13 12:00:00,"1251","02","Rampart","0285",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","1600 W  12TH                         ST",34.0462,-118.276
"265","221004264","01/07/2022 12:00:00 AM",2022-01-07 12:00:00,"1745","10","West Valley","1008",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","16700    ROSCOE                       BL",34.2203,-118.4959
"266","220207080","03/11/2022 12:00:00 AM",2022-03-11 12:00:00,"1115","02","Rampart","0218",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1500 W  TEMPLE                       ST",34.0726,-118.2578
"267","220113345","05/31/2022 12:00:00 AM",2022-05-13 12:00:00,"1500","01","Central","0157",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","500 E  6TH                          ST",34.0423,-118.2453
"268","220713002","08/17/2022 12:00:00 AM",2022-08-17 12:00:00,"0330","07","Wilshire","0778",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1600    12TH                         AV",34.044,-118.3264
"269","220700764","07/22/2022 12:00:00 AM",2022-07-22 12:00:00,"2245","07","Wilshire","0775",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","ST ELMO                      DR",34.0433,-118.3418
"270","220612871","07/08/2022 12:00:00 AM",2022-07-08 12:00:00,"0240","06","Hollywood","0656",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","900 N  HUDSON                       AV",34.0871,-118.3321
"271","221814966","07/30/2022 12:00:00 AM",2022-07-14 12:00:00,"0001","18","Southeast","1824",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",30,"IC","Invest Cont","600 E  97TH                         ST",33.9483,-118.2652
"272","221808786","04/07/2022 12:00:00 AM",2022-04-07 12:00:00,"0010","18","Southeast","1851",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","12900 S  VERMONT                      AV",33.9154,-118.2916
"273","221909854","05/23/2022 12:00:00 AM",2022-05-22 12:00:00,"2200","19","Mission","1981",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","15400    RAYEN                        ST",34.2319,-118.4677
"274","221211703","05/12/2022 12:00:00 AM",2022-05-12 12:00:00,"2224","12","77th Street","1211",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","5400    3RD                          AV",33.9932,-118.3204
"275","221700874","06/19/2022 12:00:00 AM",2022-06-18 12:00:00,"1930","17","Devonshire","1793",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",49,"IC","Invest Cont","19200    BRYANT                       ST",34.2272,-118.5514
"276","220206722","03/04/2022 12:00:00 AM",2022-03-04 12:00:00,"1915","02","Rampart","0236",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","200 N  BONNIE BRAE                  ST",34.0669,-118.2671
"277","220500537","01/18/2022 12:00:00 AM",2022-01-18 12:00:00,"0204","05","Harbor","0555",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","BANDINI",33.7447,-118.2989
"278","222016800","09/24/2022 12:00:00 AM",2022-09-24 12:00:00,"1130","20","Olympic","2088",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1600 S  WESTMORELAND                 AV",34.0443,-118.2892
"279","221215377","07/08/2022 12:00:00 AM",2022-07-08 12:00:00,"1540","12","77th Street","1267",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","83RD                         ST",33.9636,-118.2871
"280","221500531","01/12/2022 12:00:00 AM",2022-01-12 12:00:00,"1930","15","N Hollywood","1522",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","13100    VANOWEN                      ST",34.194,-118.4181
"281","221305211","01/26/2022 12:00:00 AM",2022-01-26 12:00:00,"1930","13","Newton","1331",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","200 W  27TH                         ST",34.0248,-118.2715
"282","220119876","09/06/2022 12:00:00 AM",2022-09-02 12:00:00,"1600","01","Central","0182",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",50,"IC","Invest Cont","700 W  OLYMPIC                      BL",34.0444,-118.2628
"283","221400633","03/17/2022 12:00:00 AM",2022-03-17 12:00:00,"1928","14","Pacific","1452",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","00    WASHINGTON                   BL",33.9792,-118.4666
"284","221004692","01/21/2022 12:00:00 AM",2022-01-21 12:00:00,"0135","10","West Valley","1008",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","16400    VANOWEN                      ST",34.1939,-118.4902
"285","221814967","07/30/2022 12:00:00 AM",2022-07-14 12:00:00,"0001","18","Southeast","1824",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",34,"IC","Invest Cont","600 E  97TH                         ST",33.9483,-118.2652
"286","220401100","09/11/2022 12:00:00 AM",2022-09-11 12:00:00,"0820","04","Hollenbeck","0402",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","AVENUE 43",34.092,-118.204
"287","220108947","03/25/2022 12:00:00 AM",2022-03-25 12:00:00,"0930","01","Central","0191",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1400    WRIGHT                       ST",34.0396,-118.2726
"288","221812102","06/04/2022 12:00:00 AM",2022-06-04 12:00:00,"1843","18","Southeast","1826",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","9300    MAIE                         AV",33.9521,-118.2446
"289","221300687","04/22/2022 12:00:00 AM",2022-04-22 12:00:00,"0001","13","Newton","1364",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",27,"IC","Invest Cont","46TH                         ST",34.002,-118.2521
"290","221900580","04/01/2022 12:00:00 AM",2022-04-01 12:00:00,"2300","19","Mission","1905",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","13500    FENTON                       AV",34.3155,-118.4343
"291","222006916","03/11/2022 12:00:00 AM",2022-03-11 12:00:00,"0130","20","Olympic","2029",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","3200 W  4TH                          ST",34.0669,-118.2892
"292","221816445","08/28/2022 12:00:00 AM",2022-08-27 12:00:00,"2130","18","Southeast","1802",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","100 W  89TH                         ST",33.9555,-118.2739
"293","221806819","03/03/2022 12:00:00 AM",2022-03-03 12:00:00,"1110","18","Southeast","1822",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","GRAND                        AV",33.9456,-118.2804
"294","220308086","03/26/2022 12:00:00 AM",2022-03-26 12:00:00,"0100","03","Southwest","0376",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"IC","Invest Cont","3900 S  HARVARD                      BL",34.0146,-118.3067
"295","222100706","05/16/2022 12:00:00 AM",2022-05-16 12:00:00,"1405","21","Topanga","2115",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",36,"IC","Invest Cont","8200    REMMET                       AV",34.2184,-118.6003
"296","221818753","10/04/2022 12:00:00 AM",2022-10-04 12:00:00,"0215","18","Southeast","1824",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","104TH                        ST",33.942,-118.2652
"297","221908643","04/24/2022 12:00:00 AM",2022-04-24 12:00:00,"2152","19","Mission","1912",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",30,"IC","Invest Cont","15500    FOOTHILL                     BL",34.323,-118.4696
"298","221100561","02/13/2022 12:00:00 AM",2022-02-12 12:00:00,"2250","11","Northeast","1181",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","2100    SCOTT                        AV",34.0818,-118.2609
"299","221711332","07/08/2022 12:00:00 AM",2022-07-08 12:00:00,"0430","17","Devonshire","1785",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","8700    CANBY                        AV",34.2292,-118.5348
"300","221100821","07/27/2022 12:00:00 AM",2022-07-27 12:00:00,"0100","11","Northeast","1117",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","EAGLE ROCK",34.1334,-118.2157
"301","221210995","05/01/2022 12:00:00 AM",2022-05-01 12:00:00,"0500","12","77th Street","1239",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1000 W  61ST                         ST",33.9841,-118.2915
"302","221100623","03/27/2022 12:00:00 AM",2022-03-26 12:00:00,"2300","11","Northeast","1136",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","ELLENWOOD",34.127,-118.2207
"303","220512854","08/23/2022 12:00:00 AM",2022-08-23 12:00:00,"2200","05","Harbor","0511",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1600    253RD                        ST",33.7947,-118.3043
"304","221607842","05/02/2022 12:00:00 AM",2022-05-02 12:00:00,"0330","16","Foothill","1661",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AO","Adult Other","12800    WENTWORTH                    ST",34.2372,-118.4111
"305","221218569","08/28/2022 12:00:00 AM",2022-08-28 12:00:00,"2245","12","77th Street","1245",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",63,"IC","Invest Cont","1100 W  69TH                         ST",33.977,-118.2937
"306","221514421","09/03/2022 12:00:00 AM",2022-09-03 12:00:00,"0400","15","N Hollywood","1585",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","4100    ARCH                         DR",34.1417,-118.3719
"307","220406242","03/10/2022 12:00:00 AM",2022-03-10 12:00:00,"1245","04","Hollenbeck","0414",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","MONTECITO                    ST",34.0813,-118.208
"308","221106408","03/07/2022 12:00:00 AM",2022-03-07 12:00:00,"0600","11","Northeast","1135",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","2300    YORKSHIRE                    DR",34.1089,-118.2298
"309","220400527","01/23/2022 12:00:00 AM",2022-01-23 12:00:00,"0045","04","Hollenbeck","0457",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","BOULDER                      ST",34.0492,-118.2055
"310","220212068","06/18/2022 12:00:00 AM",2022-06-18 12:00:00,"0140","02","Rampart","0285",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1600 W  11TH                         PL",34.047,-118.2756
"311","220900799","06/13/2022 12:00:00 AM",2022-06-13 12:00:00,"1700","09","Van Nuys","0904",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","14600    KESWICK                      ST",34.2103,-118.4512
"312","222108353","04/24/2022 12:00:00 AM",2022-04-24 12:00:00,"2350","21","Topanga","2146",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",35,"IC","Invest Cont","6900    ALABAMA                      AV",34.1956,-118.599
"313","221508149","04/12/2022 12:00:00 AM",2022-04-12 12:00:00,"2035","15","N Hollywood","1515",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","11800    HART                         ST",34.1976,-118.39
"314","221219421","09/11/2022 12:00:00 AM",2022-09-11 12:00:00,"1840","12","77th Street","1263",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1600 W  84TH                         PL",33.9618,-118.3047
"315","221310051","04/22/2022 12:00:00 AM",2022-04-22 12:00:00,"2251","13","Newton","1353",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","VERNON                       AV",34.0039,-118.2588
"316","221212193","05/21/2022 12:00:00 AM",2022-05-21 12:00:00,"1625","12","77th Street","1251",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","3400 W  71ST                         ST",33.9757,-118.3309
"317","221319070","10/08/2022 12:00:00 AM",2022-10-08 12:00:00,"2335","13","Newton","1341",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","36TH                         PL",34.016,-118.2743
"318","220113443","06/02/2022 12:00:00 AM",2022-05-01 12:00:00,"0001","01","Central","0185",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",41,"IC","Invest Cont","100 E  9TH                          ST",34.0416,-118.255
"319","221300801","06/10/2022 12:00:00 AM",2022-06-10 12:00:00,"0017","13","Newton","1362",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","52ND                         ST",33.9952,-118.274
"320","221810879","05/16/2022 12:00:00 AM",2022-05-16 12:00:00,"0940","18","Southeast","1802",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",26,"AA","Adult Arrest","400 W  90TH                         ST",33.9551,-118.2814
"321","220400635","03/26/2022 12:00:00 AM",2022-03-26 12:00:00,"0300","04","Hollenbeck","0448",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1300    MURCHISON                    ST",34.0562,-118.1985
"322","220505632","02/11/2022 12:00:00 AM",2022-02-11 12:00:00,"1950","05","Harbor","0529",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","ANAHEIM                      ST",33.7803,-118.2573
"323","221500770","05/04/2022 12:00:00 AM",2022-05-04 12:00:00,"0030","15","N Hollywood","1508",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","10600    VALERIO                      ST",34.2066,-118.3666
"324","220404114","01/04/2022 12:00:00 AM",2022-01-04 12:00:00,"2118","04","Hollenbeck","0423",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1700    SICHEL                       ST",34.0618,-118.2127
"325","221819271","10/18/2022 12:00:00 AM",2022-10-18 12:00:00,"1440","18","Southeast","1842",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","109TH                        ST",33.9374,-118.2793
"326","221604223","01/06/2022 12:00:00 AM",2022-01-02 12:00:00,"1200","16","Foothill","1657",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","10200    TUJUNGA CANYON               BL",34.2514,-118.2908
"327","221205830","01/17/2022 12:00:00 AM",2022-01-12 12:00:00,"2000","12","77th Street","1255",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",28,"IC","Invest Cont","1500 W  FLORENCE                     AV",33.9746,-118.3024
"328","220308504","04/03/2022 12:00:00 AM",2022-04-03 12:00:00,"1600","03","Southwest","0374",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"IC","Invest Cont","4000    6TH                          AV",34.0118,-118.3241
"329","221300886","07/29/2022 12:00:00 AM",2022-07-29 12:00:00,"0027","13","Newton","1326",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","ADAMS                        BL",34.0151,-118.2471
"330","221500682","03/27/2022 12:00:00 AM",2022-03-27 12:00:00,"0235","15","N Hollywood","1538",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","11300    HATTERAS                     ST",34.1758,-118.3773
"331","221819240","10/18/2022 12:00:00 AM",2022-10-18 12:00:00,"0230","18","Southeast","1839",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","107TH                        ST",33.9389,-118.2326
"332","220200559","02/27/2022 12:00:00 AM",2022-02-26 12:00:00,"1955","02","Rampart","0299",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",20,"IC","Invest Cont","14TH                         ST",34.0421,-118.2759
"333","221212919","06/02/2022 12:00:00 AM",2022-06-02 12:00:00,"0038","12","77th Street","1249",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","FIGUEROA                     ST",33.9765,-118.2827
"334","221804007","01/01/2022 12:00:00 AM",2022-01-01 12:00:00,"0015","18","Southeast","1844",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","IMPERIAL                     HY",33.931,-118.2652
"335","221216501","07/26/2022 12:00:00 AM",2022-07-24 12:00:00,"2300","12","77th Street","1269",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1000 E  80TH                         ST",33.9665,-118.2573
"336","220605481","02/03/2022 12:00:00 AM",2022-02-03 12:00:00,"2350","06","Hollywood","0632",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","8000    SELMA                        AV",34.0999,-118.3643
"337","221817184","09/10/2022 12:00:00 AM",2022-09-10 12:00:00,"1315","18","Southeast","1835",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","10400 S  CENTRAL                      AV",33.9419,-118.2541
"338","221300738","05/13/2022 12:00:00 AM",2022-05-13 12:00:00,"0248","13","Newton","1363",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","48TH                         ST",33.9997,-118.2609
"339","220307051","03/06/2022 12:00:00 AM",2022-03-06 12:00:00,"2330","03","Southwest","0373",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"IC","Invest Cont","BRONSON                      AV",34.0146,-118.3338
"340","221208790","03/27/2022 12:00:00 AM",2022-03-27 12:00:00,"1500","12","77th Street","1211",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","CRENSHAW                     BL",33.989,-118.3308
"341","222015670","10/09/2022 12:00:00 AM",2022-10-09 12:00:00,"2200","20","Olympic","2023",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","400 S  NORMANDIE                    AV",34.0672,-118.3047
"342","220212830","07/04/2022 12:00:00 AM",2022-07-04 12:00:00,"2335","02","Rampart","0238",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1ST",34.0621,-118.2597
"343","221214221","06/20/2022 12:00:00 AM",2022-06-20 12:00:00,"1830","12","77th Street","1267",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","600 W  84TH                         ST",33.9622,-118.2846
"344","220508306","04/23/2022 12:00:00 AM",2022-04-23 12:00:00,"1725","05","Harbor","0509",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","LOMITA",33.7978,-118.2999
"345","220211433","06/05/2022 12:00:00 AM",2022-06-05 12:00:00,"1130","02","Rampart","0237",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1500 W  2ND                          ST",34.061,-118.2615
"346","220400895","07/05/2022 12:00:00 AM",2022-07-05 12:00:00,"0315","04","Hollenbeck","0412",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","AVENUE 25",34.078,-118.2181
"347","221610722","07/23/2022 12:00:00 AM",2022-07-18 12:00:00,"1800","16","Foothill","1684",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",23,"IC","Invest Cont","7600    LAUREL CANYON                BL",34.2085,-118.3965
"348","220400640","03/27/2022 12:00:00 AM",2022-03-27 12:00:00,"0110","04","Hollenbeck","0461",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","PECAN",34.0453,-118.2219
"349","220609253","04/24/2022 12:00:00 AM",2022-04-24 12:00:00,"0245","06","Hollywood","0666",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1300    VINE                         ST",34.0944,-118.3266
"350","221300603","02/28/2022 12:00:00 AM",2022-02-28 12:00:00,"2315","13","Newton","1361",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","51ST                         ST",33.9965,-118.2783
"351","220108836","03/23/2022 12:00:00 AM",2022-03-23 12:00:00,"1300","01","Central","0156",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",68,"IC","Invest Cont","500    SAN JULIAN                   ST",34.0446,-118.245
"352","221305803","02/05/2022 12:00:00 AM",2022-02-05 12:00:00,"1600","13","Newton","1385",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","5900    METTLER                      ST",33.9878,-118.2664
"353","220300655","05/10/2022 12:00:00 AM",2022-05-10 12:00:00,"0900","03","Southwest","0363",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"IC","Invest Cont","PALMWOOD                     AV",34.0132,-118.3424
"354","220500741","07/14/2022 12:00:00 AM",2022-07-14 12:00:00,"2055","05","Harbor","0514",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","FRIGATE",33.7895,-118.2777
"355","221707894","04/18/2022 12:00:00 AM",2022-04-18 12:00:00,"1940","17","Devonshire","1762",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","21200    LASSEN                       ST",34.25,-118.5947
"356","221209544","04/07/2022 12:00:00 AM",2022-04-07 12:00:00,"1115","12","77th Street","1251",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","11TH                         AV",33.9757,-118.3294
"357","222112187","07/27/2022 12:00:00 AM",2022-07-27 12:00:00,"0001","21","Topanga","2115",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",43,"IC","Invest Cont","21800    LANARK                       ST",34.2176,-118.6031
"358","220508857","05/06/2022 12:00:00 AM",2022-05-06 12:00:00,"2311","05","Harbor","0513",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","1300    FIGUEROA                     PL",33.7876,-118.2821
"359","221806769","03/02/2022 12:00:00 AM",2022-03-02 12:00:00,"1045","18","Southeast","1824",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","9300    WADSWORTH                    AV",33.952,-118.2586
"360","221300676","04/16/2022 12:00:00 AM",2022-04-16 12:00:00,"0425","13","Newton","1331",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",40,"IC","Invest Cont","200 W  27TH                         ST",34.0248,-118.2715
"361","221700572","02/12/2022 12:00:00 AM",2022-02-12 12:00:00,"0005","17","Devonshire","1798",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AO","Adult Other","15800    NORDHOFF                     ST",34.2356,-118.4763
"362","221219583","09/14/2022 12:00:00 AM",2022-09-14 12:00:00,"0010","12","77th Street","1249",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","500 W  GAGE                         AV",33.9824,-118.2827
