"","DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA","AREA NAME","Rpt Dist No","Part 1-2","Crm Cd","Crm Cd Desc","Vict Age","Status","Status Desc","LOCATION","LAT","LON"
"484","221809732","04/25/2022 12:00:00 AM",2022-04-25 12:00:00,"1835","18","Southeast","1822",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","9500 S  MAIN                         ST",33.9501,-118.2739
"485","221816033","08/20/2022 12:00:00 AM",2022-08-20 12:00:00,"0025","18","Southeast","1862",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","118TH                        PL",33.9256,-118.2739
"486","221207680","03/08/2022 12:00:00 AM",2022-03-08 12:00:00,"2240","12","77th Street","1259",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","AVALON                       AV",33.9747,-118.2652
"487","222115479","10/16/2022 12:00:00 AM",2022-10-16 12:00:00,"0430","21","Topanga","2148",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",35,"IC","Invest Cont","6900    COMANCHE                     AV",34.1961,-118.5721
"488","220400813","06/05/2022 12:00:00 AM",2022-06-05 12:00:00,"0855","04","Hollenbeck","0455",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","BREED",34.0504,-118.2069
"489","221217052","08/06/2022 12:00:00 AM",2022-08-06 12:00:00,"0400","12","77th Street","1243",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","68TH                         ST",33.9778,-118.309
"490","220500622","03/12/2022 12:00:00 AM",2022-03-12 12:00:00,"1900","05","Harbor","0558",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","400 W  SEPULVEDA                    ST",33.7451,-118.2857
"491","221807650","03/17/2022 12:00:00 AM",2022-03-17 12:00:00,"1810","18","Southeast","1801",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","500 W  87TH                         ST",33.9587,-118.2827
"492","221309113","04/05/2022 12:00:00 AM",2022-04-05 12:00:00,"2020","13","Newton","1364",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","47TH                         ST",34.0011,-118.2521
"493","221613361","10/16/2022 12:00:00 AM",2022-10-16 12:00:00,"0120","16","Foothill","1601",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","DEL SUR                      ST",34.2865,-118.4161
"494","221208059","03/14/2022 12:00:00 AM",2022-03-14 12:00:00,"2245","12","77th Street","1209",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","4900 S  FIGUEROA                     ST",33.9983,-118.2827
"495","221200647","04/25/2022 12:00:00 AM",2022-04-25 12:00:00,"0120","12","77th Street","1239",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","62ND                         ST",33.9837,-118.2871
"496","221700702","04/15/2022 12:00:00 AM",2022-04-15 12:00:00,"2150","17","Devonshire","1794",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","8500    ELIZALDE                     AV",34.2256,-118.5432
"497","220120216","09/11/2022 12:00:00 AM",2022-09-11 12:00:00,"1430","01","Central","0119",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","800 N  VIGNES                       ST",34.0559,-118.232
"498","221800607","05/02/2022 12:00:00 AM",2022-05-02 12:00:00,"1600","18","Southeast","1822",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","100 E  101ST                        ST",33.9447,-118.2739
"499","220211485","06/07/2022 12:00:00 AM",2022-06-07 12:00:00,"0915","02","Rampart","0216",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"AA","Adult Arrest","WATERLOO",34.0756,-118.2683
"500","221216338","07/22/2022 12:00:00 AM",2022-07-22 12:00:00,"2230","12","77th Street","1252",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","2700 W  FLORENCE                     AV",33.9746,-118.323
"501","221606984","04/04/2022 12:00:00 AM",2022-04-04 12:00:00,"2230","16","Foothill","1681",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"IC","Invest Cont","8200    VANTAGE                      AV",34.22,-118.3977
