"","INCIDENT_KEY","OCCUR_DATE","OCCUR_TIME","BORO","PRECINCT","JURISDICTION_CODE","STATISTICAL_MURDER_FLAG","VIC_AGE_GROUP","VIC_SEX","VIC_RACE","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","Lon_Lat"
"730",197200331,2019-05-14,19:45:00,"MANHATTAN",34,0,FALSE,"25-44","M","BLACK",1005201.8125,253699.21875,40.8630038220001,-73.924254521,"POINT (-73.92425452099997 40.86300382200005)"
"731",197381379,2019-05-19,02:30:00,"MANHATTAN",7,2,FALSE,"45-64","M","BLACK",987899.9375,198757.625,40.712227979,-73.986835704,"POINT (-73.98683570399999 40.71222797900003)"
"732",201089982,2019-08-13,23:49:00,"BROOKLYN",62,0,FALSE,"25-44","M","WHITE HISPANIC",988770.25,161130.0625,40.6089482090001,-73.983721606,"POINT (-73.98372160599996 40.60894820900006)"
"733",203083804,2019-09-30,13:49:00,"MANHATTAN",23,2,FALSE,"18-24","M","BLACK",998869.4375,230617.640625,40.799664277,-73.9471981999999,"POINT (-73.94719819999995 40.79966427700003)"
"734",201141630,2019-08-14,17:10:00,"BROOKLYN",75,0,TRUE,"25-44","M","WHITE HISPANIC",1015966,188407,40.6837618540001,-73.8856470109999,"POINT (-73.88564701099995 40.68376185400007)"
"735",203148056,2019-10-01,13:10:00,"QUEENS",103,2,TRUE,"18-24","M","BLACK",1040893,194012,40.6990218340001,-73.795723957,"POINT (-73.79572395699995 40.699021834000064)"
"736",200263248,2019-07-25,17:49:00,"BROOKLYN",71,0,FALSE,"25-44","M","BLACK",995671.1875,183338.578125,40.66989963,-73.958830059,"POINT (-73.95883005899998 40.66989963000003)"
"737",198858233,2019-06-23,20:35:00,"BRONX",50,0,FALSE,"18-24","M","WHITE HISPANIC",1010218,258831,40.8770756590001,-73.9060996599999,"POINT (-73.90609965999994 40.87707565900007)"
"738",196730309,2019-05-02,14:35:00,"BRONX",42,0,TRUE,"25-44","M","BLACK",1014588.5,242095.90625,40.831128898,-73.890371426,"POINT (-73.89037142599994 40.83112889800003)"
"739",198255459,2019-06-08,05:05:00,"MANHATTAN",33,0,TRUE,"18-24","M","WHITE HISPANIC",1001264.4375,244950.453125,40.8389995210001,-73.93851148,"POINT (-73.93851147999999 40.83899952100006)"
"740",195799804,2019-04-09,18:20:00,"QUEENS",115,0,FALSE,"25-44","M","WHITE HISPANIC",1021031,216635,40.7612212110001,-73.867230537,"POINT (-73.86723053699995 40.76122121100008)"
"741",193160952,2019-02-04,11:41:00,"BROOKLYN",60,0,FALSE,"45-64","F","BLACK",984147.3125,150277.703125,40.5791618100001,-74.000371106,"POINT (-74.00037110599999 40.57916181000007)"
"742",200994115,2019-08-11,23:42:00,"BRONX",49,2,TRUE,"18-24","M","BLACK",1020964.5625,255752.984375,40.8685892980001,-73.8672563819999,"POINT (-73.86725638199994 40.868589298000074)"
"743",193160952,2019-02-04,11:41:00,"BROOKLYN",60,0,TRUE,"45-64","M","BLACK",984147.3125,150277.703125,40.5791618100001,-74.000371106,"POINT (-74.00037110599999 40.57916181000007)"
"744",203676929,2019-10-13,01:55:00,"MANHATTAN",17,0,FALSE,"25-44","M","BLACK",990804,210370,40.7440994460001,-73.9763491109999,"POINT (-73.97634911099995 40.744099446000064)"
"745",199403138,2019-07-06,23:45:00,"MANHATTAN",28,0,FALSE,"25-44","M","BLACK",997800,229887.40625,40.7976616870001,-73.951062323,"POINT (-73.95106232299997 40.79766168700007)"
"746",201089980,2019-08-13,03:45:00,"BRONX",46,0,FALSE,"18-24","M","WHITE HISPANIC",1009119.9375,247786.1875,40.846764152,-73.910111297,"POINT (-73.91011129699996 40.84676415200005)"
"747",202302189,2019-09-11,23:53:00,"BROOKLYN",77,2,TRUE,"25-44","M","WHITE HISPANIC",1005432.125,185233,40.67508142,-73.923637645,"POINT (-73.92363764499999 40.675081420000026)"
"748",202770949,2019-09-21,22:49:00,"QUEENS",113,0,TRUE,"18-24","M","BLACK",1052349,190359,40.6889144900001,-73.754446131,"POINT (-73.75444613099995 40.68891449000006)"
"749",195743584,2019-04-08,20:35:00,"STATEN ISLAND",120,0,FALSE,"18-24","M","BLACK",949942.3125,170296.875,40.634043911,-74.123608249,"POINT (-74.12360824899997 40.63404391100005)"
"750",199134401,2019-06-29,06:00:00,"BROOKLYN",70,0,FALSE,"18-24","M","WHITE",996021,167201,40.6256050100001,-73.957597203,"POINT (-73.95759720299998 40.62560501000007)"
"751",197200331,2019-05-14,19:45:00,"MANHATTAN",34,0,FALSE,"25-44","M","BLACK",1005201.8125,253699.21875,40.8630038220001,-73.924254521,"POINT (-73.92425452099997 40.86300382200005)"
"752",201573940,2019-08-24,02:10:00,"MANHATTAN",5,2,FALSE,"45-64","M","WHITE HISPANIC",987296.6875,202424.796875,40.7222937170001,-73.989010037,"POINT (-73.98901003699996 40.72229371700007)"
"753",198052647,2019-06-04,19:56:00,"BROOKLYN",90,2,FALSE,"<18","F","BLACK",1001413.5,195663.671875,40.7037199170001,-73.938098635,"POINT (-73.93809863499996 40.70371991700006)"
"754",193694861,2019-02-16,22:30:00,"BRONX",52,0,FALSE,"25-44","M","BLACK HISPANIC",1015040,256807,40.8715049,-73.888672345,"POINT (-73.88867234499999 40.87150490000005)"
"755",201034736,2019-08-12,03:10:00,"MANHATTAN",20,2,FALSE,"18-24","M","BLACK",987818.25,221368.65625,40.7742896570001,-73.987118369,"POINT (-73.98711836899997 40.774289657000054)"
"756",197381377,2019-05-18,03:39:00,"MANHATTAN",28,0,FALSE,"25-44","M","BLACK",998495.375,229943.40625,40.797814298,-73.9485506889999,"POINT (-73.94855068899994 40.79781429800005)"
"757",198595255,2019-06-17,23:21:00,"BROOKLYN",73,0,FALSE,"45-64","M","WHITE HISPANIC",1009528.0625,186407.109375,40.6782933370001,-73.908866963,"POINT (-73.90886696299998 40.67829333700008)"
"758",203207192,2019-10-02,16:47:00,"BROOKLYN",81,2,FALSE,"25-44","M","BLACK",1004856.3125,187468,40.6812173480001,-73.9257066759999,"POINT (-73.92570667599995 40.681217348000075)"
"759",198948497,2019-06-25,02:55:00,"BRONX",42,0,FALSE,"25-44","M","BLACK HISPANIC",1013492.125,243404.59375,40.8347245640001,-73.8943275359999,"POINT (-73.89432753599993 40.834724564000055)"
"760",202038516,2019-09-05,20:48:00,"BROOKLYN",67,0,TRUE,"25-44","M","BLACK",997922.9375,173810.1875,40.643743095,-73.9507322119999,"POINT (-73.95073221199993 40.64374309500005)"
"761",197200331,2019-05-14,19:45:00,"MANHATTAN",34,0,FALSE,"25-44","M","BLACK",1005201.8125,253699.21875,40.8630038220001,-73.924254521,"POINT (-73.92425452099997 40.86300382200005)"
"762",196000887,2019-04-13,00:01:00,"MANHATTAN",32,0,FALSE,"25-44","F","BLACK",1001405.8125,241014.828125,40.828197092,-73.938010617,"POINT (-73.93801061699997 40.82819709200004)"
"763",203883813,2019-10-17,12:32:00,"QUEENS",105,0,FALSE,"18-24","F","BLACK",1053981.375,179167.21875,40.658182976,-73.748675834,"POINT (-73.74867583399998 40.658182976000035)"
"764",201483468,2019-08-22,18:03:00,"BRONX",46,0,FALSE,"18-24","M","BLACK",1008224,250621.203125,40.8545479060001,-73.913339443,"POINT (-73.91333944299998 40.85454790600005)"
"765",192259535,2019-01-12,05:47:00,"QUEENS",109,0,FALSE,"18-24","F","BLACK HISPANIC",1038777.75,216008.546875,40.7594101240001,-73.8031741309999,"POINT (-73.80317413099993 40.759410124000055)"
"766",193733167,2019-02-18,23:49:00,"BRONX",40,0,FALSE,"18-24","M","BLACK HISPANIC",1007951.125,238554.03125,40.821427767,-73.91436848,"POINT (-73.91436847999995 40.821427767000046)"
"767",199408422,2019-07-05,23:12:00,"QUEENS",105,0,TRUE,"25-44","M","BLACK",1053875.75,181365.390625,40.6642172800001,-73.7490338269999,"POINT (-73.74903382699995 40.66421728000006)"
"768",199134405,2019-06-30,04:24:00,"MANHATTAN",10,2,FALSE,"25-44","F","BLACK",982756.375,210140,40.7434704560001,-74.005391651,"POINT (-74.00539165099997 40.743470456000075)"
"769",196145427,2019-04-17,16:34:00,"MANHATTAN",7,2,FALSE,"18-24","M","BLACK",989577.5,198999.0625,40.7128898170001,-73.9807843529999,"POINT (-73.98078435299993 40.712889817000075)"
"770",200209683,2019-07-24,23:20:00,"BROOKLYN",83,0,FALSE,"25-44","M","BLACK",1008131,189610,40.6870884190001,-73.91389241,"POINT (-73.91389240999996 40.68708841900008)"
"771",198255465,2019-06-08,02:55:00,"BROOKLYN",79,0,FALSE,"45-64","F","BLACK",995826.3125,188145.421875,40.6830931320001,-73.958262605,"POINT (-73.95826260499996 40.68309313200007)"
"772",201483468,2019-08-22,18:03:00,"BRONX",46,0,FALSE,"18-24","M","BLACK",1008224,250621.203125,40.8545479060001,-73.913339443,"POINT (-73.91333944299998 40.85454790600005)"
"773",202770951,2019-09-22,20:30:00,"BROOKLYN",67,0,FALSE,"45-64","M","BLACK",999009.625,171975.734375,40.6387061710001,-73.946820443,"POINT (-73.94682044299998 40.63870617100008)"
"774",193462348,2019-02-11,23:16:00,"BROOKLYN",75,0,FALSE,"25-44","F","BLACK HISPANIC",1020078,185188.28125,40.6749115200001,-73.870838017,"POINT (-73.87083801699998 40.67491152000008)"
"775",196000891,2019-04-14,18:35:00,"MANHATTAN",30,0,TRUE,"45-64","M","WHITE HISPANIC",997098.0625,237846.625,40.8195085890001,-73.953582309,"POINT (-73.95358230899996 40.819508589000066)"
"776",200994115,2019-08-11,23:42:00,"BRONX",49,2,TRUE,"<18","M","BLACK",1020964.5625,255752.984375,40.8685892980001,-73.8672563819999,"POINT (-73.86725638199994 40.868589298000074)"
"777",197200331,2019-05-14,19:45:00,"MANHATTAN",34,0,FALSE,"25-44","M","BLACK",1005201.8125,253699.21875,40.8630038220001,-73.924254521,"POINT (-73.92425452099997 40.86300382200005)"
"778",200408147,2019-07-29,22:05:00,"BRONX",41,0,FALSE,"18-24","M","BLACK HISPANIC",1011949.0625,239414.578125,40.8237780920001,-73.899920256,"POINT (-73.89992025599997 40.82377809200006)"
"779",197997726,2019-06-03,23:05:00,"BRONX",46,0,FALSE,"18-24","M","WHITE HISPANIC",1013293.25,252852.390625,40.860656625,-73.8950052989999,"POINT (-73.89500529899993 40.86065662500005)"
"780",194525845,2019-03-10,22:30:00,"BROOKLYN",79,2,FALSE,"18-24","M","BLACK",998314.25,192760.875,40.6957578860001,-73.9492826169999,"POINT (-73.94928261699994 40.69575788600008)"
"781",197534776,2019-05-23,01:35:00,"BRONX",40,2,FALSE,"25-44","M","WHITE HISPANIC",1007857.125,235590.125,40.813292931,-73.9147185309999,"POINT (-73.91471853099995 40.813292931000035)"
"782",200365034,2019-07-28,14:35:00,"MANHATTAN",30,2,FALSE,"25-44","M","BLACK",997408.4375,237516.1875,40.818601174,-73.9524615939999,"POINT (-73.95246159399994 40.81860117400004)"
"783",193939356,2019-02-22,05:51:00,"QUEENS",109,0,FALSE,"25-44","M","ASIAN / PACIFIC ISLANDER",1030152.25,213940.921875,40.7537840170001,-73.834323395,"POINT (-73.83432339499996 40.753784017000044)"
"784",203517393,2019-10-09,13:00:00,"QUEENS",105,0,TRUE,"18-24","M","ASIAN / PACIFIC ISLANDER",1066815.375,209653.046875,40.7417486090001,-73.7020461669999,"POINT (-73.70204616699993 40.74174860900007)"
"785",199174261,2019-07-01,22:10:00,"BRONX",48,0,FALSE,"<18","M","WHITE HISPANIC",1015351.25,247530.9375,40.8460438170001,-73.887589982,"POINT (-73.88758998199995 40.846043817000066)"
"786",193160952,2019-02-04,11:41:00,"BROOKLYN",60,0,FALSE,"45-64","M","BLACK",984147.3125,150277.703125,40.5791618100001,-74.000371106,"POINT (-74.00037110599999 40.57916181000007)"
"787",202900139,2019-09-25,19:15:00,"BROOKLYN",69,0,FALSE,"18-24","M","BLACK",1014030.5,174238.515625,40.6448792510001,-73.892688176,"POINT (-73.89268817599998 40.64487925100008)"
"788",198948497,2019-06-25,02:55:00,"BRONX",42,0,FALSE,"25-44","M","BLACK HISPANIC",1013492.125,243404.59375,40.8347245640001,-73.8943275359999,"POINT (-73.89432753599993 40.834724564000055)"
"789",196375777,2019-04-24,01:44:00,"MANHATTAN",28,0,TRUE,"25-44","M","BLACK",999028.8125,231930.578125,40.8032676660001,-73.946619671,"POINT (-73.94661967099995 40.80326766600007)"
"790",201852654,2019-08-31,07:42:00,"BRONX",45,0,FALSE,"25-44","M","WHITE HISPANIC",1025184.5,246300.171875,40.8426256220001,-73.852056536,"POINT (-73.85205653599996 40.84262562200007)"
"791",198255459,2019-06-08,05:05:00,"MANHATTAN",33,0,TRUE,"18-24","M","WHITE HISPANIC",1001264.4375,244950.453125,40.8389995210001,-73.93851148,"POINT (-73.93851147999999 40.83899952100006)"
"792",193418293,2019-02-09,19:00:00,"BRONX",49,2,FALSE,"<18","M","BLACK",1021315.625,253600.78125,40.862680692,-73.865998987,"POINT (-73.86599898699995 40.862680692000026)"
"793",197662447,2019-05-26,21:01:00,"BROOKLYN",75,0,FALSE,"25-44","M","WHITE",1019236.8125,189214.34375,40.685965503,-73.8738496729999,"POINT (-73.87384967299994 40.685965503000034)"
"794",199744073,2019-07-14,22:43:00,"BROOKLYN",73,2,FALSE,"25-44","M","BLACK",1009968.25,182502.453125,40.667574668,-73.9072948629999,"POINT (-73.90729486299995 40.66757466800004)"
"795",203083804,2019-09-30,13:49:00,"MANHATTAN",23,2,TRUE,"18-24","M","BLACK",998869.4375,230617.640625,40.799664277,-73.9471981999999,"POINT (-73.94719819999995 40.79966427700003)"
"796",194232503,2019-03-04,00:40:00,"BRONX",45,0,FALSE,"25-44","F","BLACK",1033217.0625,254903.59375,40.8661985190001,-73.8229625879999,"POINT (-73.82296258799994 40.86619851900008)"
"797",196195745,2019-04-18,22:30:00,"MANHATTAN",23,2,FALSE,"25-44","M","BLACK HISPANIC",998436.8125,228299.125,40.7933012870001,-73.9487656749999,"POINT (-73.94876567499995 40.79330128700008)"
"798",200365037,2019-07-28,04:00:00,"BRONX",50,0,FALSE,"18-24","M","WHITE HISPANIC",1010983.75,261033.90625,40.8831196630001,-73.903321874,"POINT (-73.90332187399997 40.88311966300006)"
